adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,revilla_bong,estrada_jinggoy,defensorsantiago_miriam,drilon_frank,enrile_juanponce_sr,cayetano_pia,marcos_ferdinand_jr,recto_ralph,sotto_tito,osmena_serge,lapid_lito,guingona_teofisto_iii,hontiveros_risa,biazon_rozzano_rufino,devenecia_jose_iii,remulla_gilbert_cesar,lim_danilo,roco_sonia,querubin_ariel,pimentel_gwendolyn,acosta_nereus_jr,lacson_alex,tamano_adel,osmena_emiliomario,maza_liza,ocampo_saturnino,tatad_francisco,lozada_jose_apolinario_jr,mitra_ramon,langit_rey,bello_silvestre_iii,lao_yasmin,papin_imelda,ople_susan,bautista_martin,plaza_rodolfo,bautista_jv,guico_ramon_jr,lambino_raul,villanueva_hector,ocampo_ramoncito,inocencio_ma_katherine,palparan_jovito_jr,tinsay_alexander,alonto_zafrullah,tamayo_reginald,espinosa_nanette,maambong_regalado,david_rizalito,albani_shariff,virgines_israel,paredes_zosimo,sison_adrian,imbong_jo_aurea,princesa_reynaldo,nikabulin_adz,caunan_henry,valdehuesa_manuel_jr,tarrazona_hector,rinoza_plazo_maria_gracia,lood_alma
704603000,704600000,700000000,Bacong,Mun,5273,3788,5332,4782,4006,3901,2186,4617,2414,4897,2537,4352,2644,3072,2145,1932,2155,2399,1329,2711,2314,2627,1178,2083,871,782,625,718,821,487,513,1011,590,400,1361,184,733,739,222,593,417,307,167,280,322,273,270,186,177,178,273,212,196,158,190,201,132,71,67,61,44
704605000,704600000,700000000,Basay,Mun,4731,3888,2958,2481,2495,2247,1309,2555,1984,2568,2941,2115,1133,1426,1474,1038,1361,1182,1022,1625,1301,1516,409,1511,833,864,442,740,726,506,502,377,770,318,607,322,702,310,323,682,594,274,262,264,406,325,390,212,370,333,253,217,257,303,186,246,257,170,148,121,104
704607000,704600000,700000000,Bindoy,Mun,4018,2519,3053,4256,2516,2396,1609,4134,1729,2335,1781,3311,1962,3040,1234,1193,1035,2248,1116,1781,3296,2316,508,1099,920,767,309,476,700,314,347,1590,573,471,1900,202,525,231,196,613,498,363,204,314,475,143,204,150,190,239,328,261,132,174,227,315,116,100,63,74,63
704604000,704600000,700000000,City of Bais,City,8414,6007,7106,12438,6924,5690,4910,13316,6239,6782,4606,11255,7398,9612,2895,2877,3868,7139,3015,2826,10675,8274,1089,2877,1837,1588,850,1091,2671,897,915,5360,684,708,5252,931,891,437,545,1053,752,482,289,368,478,336,306,332,399,396,333,291,231,304,287,297,180,118,154,130,123
704606000,704600000,700000000,City of Bayawan,City,15694,11002,11927,11162,9065,8175,6112,9444,7387,10639,9676,8791,4967,5983,6200,4890,5342,4007,4334,5387,4028,4993,1635,5143,3128,3056,1687,1976,2348,2061,2359,1279,1983,880,1978,0,1632,1076,990,1810,1571,652,691,757,1137,681,861,602,785,849,667,519,604,729,458,582,579,365,330,269,179
704608000,704600000,700000000,City of Canlaon,City,7702,5574,6431,6731,5316,4942,3458,6273,3461,4618,4039,5251,3053,4186,2882,2325,2534,2727,1880,3067,3206,3106,696,2374,1624,1436,698,1685,997,573,756,1328,569,507,1695,412,1191,510,379,697,585,249,304,232,357,297,311,341,357,455,198,203,227,350,139,190,243,146,101,111,96
704610000,704600000,700000000,City of Dumaguete,City,23936,19978,29025,30075,23114,24364,12679,27279,15269,26244,12324,22770,18604,16288,12621,12065,15343,14294,8886,10437,12957,10611,5189,9970,5683,4881,4296,4361,5284,3490,3587,5026,2147,2466,4390,0,2599,953,1531,3983,1769,1331,1327,913,888,1106,859,809,630,563,816,792,953,830,595,589,345,345,270,278,255
704611000,704600000,700000000,City of Guihulngan,City,8208,5502,9197,9426,9442,4736,5735,10388,7176,5134,3212,9338,6925,3853,6459,2109,2594,2610,1501,5199,3389,2943,909,2777,4669,3723,1000,1755,950,367,899,1342,616,512,1662,574,1264,676,374,939,1087,384,460,289,537,314,551,440,457,677,284,333,356,365,227,285,227,206,161,152,122
704621000,704600000,700000000,City of Tanjay,City,13904,10699,12200,11779,10008,10508,5573,11393,7963,11627,7263,9356,6898,6619,6124,5995,4549,5539,3500,5246,6136,4793,1772,5172,2243,1979,1604,2010,2514,1496,1205,1962,1314,1274,2145,551,1525,679,521,2221,982,579,590,458,775,592,610,528,579,742,398,393,444,546,320,426,387,238,223,213,180
704609000,704600000,700000000,Dauin,Mun,5136,3288,4318,3888,3323,3095,2391,3768,2723,3405,3061,3692,2279,2191,2365,2255,1558,1924,1096,1776,2638,1544,674,1478,597,692,518,637,611,1292,1249,755,344,297,692,739,450,392,343,410,275,178,140,144,177,221,183,147,138,127,110,117,148,131,108,107,112,63,47,39,46
704612000,704600000,700000000,Jimalalud,Mun,2646,1696,1888,2377,1895,1467,930,2374,1167,1736,1058,2045,1434,1652,894,825,1086,1175,621,1206,1922,1268,338,924,601,573,289,419,449,189,253,781,319,268,1032,284,564,221,150,309,330,201,264,166,254,125,146,168,192,235,199,144,148,211,124,198,96,92,83,81,62
704613000,704600000,700000000,La Libertad,Mun,3576,2276,2572,3767,2377,1970,950,4020,1489,2364,1395,3032,2070,2766,1122,817,1423,2219,677,3088,3326,2460,319,1271,662,526,384,591,442,168,244,1413,357,273,1879,211,649,235,149,386,302,192,160,133,241,120,216,187,187,261,126,170,140,191,120,143,105,80,72,65,49
704614000,704600000,700000000,Mabinay,Mun,10296,6939,7096,6871,6136,5411,3999,6835,4967,5972,5863,6046,3037,4217,3259,2604,2226,3227,1653,3882,4072,4432,840,3420,2170,2009,938,1429,1767,531,829,1402,1107,721,1763,569,1269,701,509,2150,1118,502,357,446,619,462,613,460,469,622,595,398,409,469,312,470,291,299,243,217,140
704615000,704600000,700000000,Manjuyod,Mun,5771,3705,4674,5838,3907,3856,2438,5771,2600,3526,3095,4902,2852,4267,1906,1664,2396,2730,1261,2603,3854,3036,605,1736,1713,1487,472,770,772,423,405,1980,517,470,2131,560,848,283,226,700,522,228,438,179,288,213,225,251,257,271,203,180,185,243,172,187,174,125,91,82,170
704616000,704600000,700000000,Pamplona,Mun,5840,4202,3969,3883,3195,2941,2007,3874,2547,3472,3060,3725,1865,2645,1976,1553,1356,1941,985,2160,2449,2258,464,2002,747,741,564,883,1081,627,756,910,648,407,1090,378,890,408,408,1081,561,331,352,245,466,321,392,312,376,443,264,267,251,334,197,253,207,185,134,126,153
704617000,704600000,700000000,San Jose,Mun,3308,2542,2763,3275,2695,2004,1261,3028,1949,2626,1670,2409,1612,1762,1159,881,1373,1376,949,1092,1637,1438,312,1168,359,364,319,452,614,217,347,686,237,170,644,147,299,86,123,499,169,78,116,67,108,126,115,98,113,93,76,70,101,91,78,51,53,48,49,34,34
704618000,704600000,700000000,Santa Catalina,Mun,11084,7109,7638,6162,5862,5151,3885,6442,5514,6168,6387,5454,2381,3488,4137,3052,4292,2434,2061,3013,2934,3075,1066,3099,1678,1617,873,1172,1407,1876,1816,678,1237,561,1173,0,1091,679,544,1206,1061,471,447,544,696,499,605,319,407,417,538,444,406,349,390,455,404,187,188,181,109
704619000,704600000,700000000,Siaton,Mun,10702,7093,7866,6414,5874,5075,4358,6729,5681,6934,6453,6521,3178,3687,4437,3820,2537,2795,1793,3198,3122,2669,930,3128,1424,1660,899,1313,1088,2209,2071,962,898,539,1227,0,1281,744,596,926,795,300,476,349,551,471,461,331,501,478,351,271,457,327,221,253,352,178,160,151,125
704620000,704600000,700000000,Sibulan,Mun,9609,7430,10014,10387,8073,8205,4407,9303,5942,9354,5021,8013,5661,5603,4913,3978,4986,4935,3774,4442,4561,3692,1497,3928,1740,1673,1486,1591,1741,1061,963,1658,1018,908,1701,455,992,409,543,1608,723,464,584,389,386,455,375,363,375,277,416,302,375,317,252,230,180,146,132,131,109
704622000,704600000,700000000,Tayasan,Mun,3275,2292,2213,3313,2106,1718,1030,3282,1367,1963,1451,2797,1837,2517,1122,762,1338,1539,700,1512,2724,1735,337,988,529,530,320,500,445,220,330,1236,351,247,1434,385,640,218,192,434,314,168,363,163,265,151,185,188,218,317,155,166,124,168,147,147,156,87,78,95,69
704623000,704600000,700000000,Valencia,Mun,6755,4032,6169,6850,2259,5031,2539,6329,3500,6129,3751,5668,4056,4186,3305,3339,3277,3725,1903,2446,4874,2921,990,2488,1219,1258,945,1094,1095,1253,1007,1742,842,609,1228,580,1304,359,392,938,660,435,283,320,379,385,344,240,278,267,352,263,267,245,252,263,209,124,108,90,81
704624000,704600000,700000000,Vallehermoso,Mun,5457,2561,3733,3517,2422,3610,2665,3588,1630,2669,1757,2827,1668,2151,1257,2249,1238,1859,1809,2523,2605,1997,1259,1545,2162,1670,412,663,1546,223,349,1132,346,1232,1339,260,680,251,189,413,473,162,231,113,251,232,236,222,254,287,121,136,167,193,207,155,148,110,106,79,81
704625000,704600000,700000000,Zamboanguita,Mun,3571,2481,3369,3208,2697,2458,1211,3065,1679,2902,2047,3415,1649,1829,1700,1389,1339,1422,975,2211,1660,1265,501,1142,642,578,449,509,528,513,437,593,301,286,639,257,342,159,177,294,271,134,149,125,141,186,146,128,114,126,140,114,99,133,93,90,102,70,52,35,35
804801000,804800000,800000000,Allen,Mun,4793,5676,3695,4581,3232,2631,2585,3966,2565,2127,2695,3196,2531,3183,1631,1607,1995,2308,1998,1758,2627,2428,693,910,667,669,1226,715,432,655,380,1080,566,291,1383,158,463,269,326,208,273,218,253,221,205,151,128,108,161,102,140,135,104,87,139,141,56,48,39,33,37
804802000,804800000,800000000,Biri,Mun,1756,2047,1212,1539,1077,908,772,1404,727,856,933,1075,762,1059,691,584,544,704,313,430,1018,859,201,302,241,221,293,214,152,300,159,510,243,118,494,120,151,157,97,81,113,69,72,44,72,46,45,58,66,65,43,79,49,47,46,54,40,28,23,19,18
804803000,804800000,800000000,Bobon,Mun,4437,5069,3030,2659,2903,2129,2313,2453,1922,1977,2449,1539,1299,1515,1411,1544,1236,995,1016,1159,1148,1414,513,885,773,747,686,582,430,837,355,325,876,271,383,204,405,295,238,383,589,197,428,187,207,179,183,139,184,123,150,286,154,142,144,165,81,90,88,49,51
804804000,804800000,800000000,Capul,Mun,2791,3357,1815,2602,1891,1430,1210,2401,1415,1402,1651,1745,1345,1833,1189,1020,771,1214,606,721,1713,1345,366,522,492,405,445,336,362,765,473,801,371,184,748,178,302,424,380,195,166,89,116,89,90,108,138,84,90,81,112,62,94,72,52,58,56,61,43,20,27
804805000,804800000,800000000,Catarman,Mun,13435,17767,10094,13122,9732,7324,8927,11713,5826,7032,7286,9166,7075,8960,5074,5756,4713,5776,3878,3367,7981,6797,2641,2397,2413,2213,2582,2211,1350,2835,1725,3517,1627,810,3164,648,1354,1354,1262,740,969,686,1217,440,569,511,471,371,448,347,474,391,312,352,352,358,209,187,167,136,122
804806000,804800000,800000000,Catubig,Mun,4735,4168,2649,3033,2148,1921,1459,3120,1786,1564,2384,2116,1586,2075,1432,1328,911,1349,784,776,2101,1382,407,502,1848,1409,416,470,299,618,509,672,486,163,654,183,256,304,1005,185,280,134,215,117,128,171,109,75,128,87,82,56,64,66,55,54,57,44,42,25,34
804807000,804800000,800000000,Gamay,Mun,2848,2050,1288,1656,1288,916,740,1585,1036,744,1430,1071,774,1050,644,738,513,760,463,352,1122,782,227,305,1358,1065,210,235,142,473,687,439,243,106,396,177,124,314,290,126,189,87,121,96,100,64,70,44,79,69,77,83,35,50,55,71,47,31,22,19,37
804808000,804800000,800000000,Laoang,Mun,13279,12005,7589,7326,6242,4827,3635,6940,4919,4270,6465,4299,3466,4372,3459,3552,2709,3401,3792,2266,3542,3511,1352,1642,2689,2076,1262,1557,950,3737,1507,1137,1436,577,1314,784,764,2012,1283,636,717,386,392,304,414,432,384,217,426,293,283,265,272,309,224,241,161,193,133,138,104
804809000,804800000,800000000,Lapinig,Mun,3726,566,3331,2936,2980,2951,266,458,319,286,3340,289,227,291,255,186,2776,149,105,159,256,167,63,114,108,113,41,94,52,2852,2954,75,129,29,103,22,53,2868,2824,27,68,54,50,42,48,12,60,37,42,27,40,32,11,24,36,39,34,3,3,3,17
804810000,804800000,800000000,Las Navas,Mun,5756,4782,2720,1840,2180,1908,1898,2230,2092,1384,2897,1112,1019,1069,1300,1212,746,896,982,888,1159,1117,420,713,3352,2581,405,490,387,477,408,236,899,225,344,202,341,283,1109,400,470,132,308,113,145,208,241,89,224,168,98,93,164,170,71,121,90,97,79,57,53
804811000,804800000,800000000,Lavezares,Mun,4638,6138,3067,3338,3098,2255,2024,3281,2047,2038,2597,2458,1912,2350,1620,1535,1378,1568,1051,1147,2235,1871,582,825,681,576,909,812,461,660,462,998,638,308,1005,298,571,370,350,304,272,179,264,159,186,156,195,156,222,196,198,134,126,166,130,121,108,92,94,64,62
804824000,804800000,800000000,Lope De Vega,Mun,2376,2399,1205,2345,1222,891,1059,1952,996,747,1429,1313,806,1427,592,551,545,896,357,383,1925,1168,194,332,317,250,205,198,131,354,364,650,337,108,595,132,166,296,193,151,163,79,136,106,96,73,105,48,88,57,73,47,43,55,66,70,26,28,31,22,20
804813000,804800000,800000000,Mondragon,Mun,6698,7857,3760,4500,3722,2633,2959,4436,2696,2560,3675,3311,2175,2969,2090,2022,1646,1948,1188,1266,2759,2571,641,981,605,567,760,794,492,781,363,1120,959,331,1151,218,543,301,268,350,315,180,460,117,173,235,270,195,263,133,127,118,160,179,132,112,98,109,78,62,66
804814000,804800000,800000000,Palapag,Mun,5795,5256,3290,2931,2951,2417,1809,3110,2127,1884,3390,1721,1617,1776,1447,1658,1040,1376,883,1006,1732,1500,496,695,1835,1504,544,522,371,792,1067,459,815,229,522,269,359,454,504,326,390,182,270,163,215,295,237,119,223,165,154,143,122,139,125,171,85,81,78,40,42
804815000,804800000,800000000,Pambujan,Mun,4990,4286,2454,2645,2126,1769,1340,2600,1636,1393,2465,1659,1881,1611,1144,1175,925,1175,957,747,1689,1457,377,584,580,446,426,480,300,1178,677,625,553,222,660,154,269,712,566,266,254,150,235,144,184,120,133,107,145,145,105,102,106,106,88,135,85,67,63,39,44
804816000,804800000,800000000,Rosario,Mun,2141,2536,1512,1200,1399,1005,935,1294,1150,858,1293,808,551,781,672,633,507,489,451,566,501,659,211,416,268,256,326,298,210,290,147,178,372,122,226,97,180,122,138,160,143,69,195,98,78,86,96,75,111,63,73,63,79,83,60,62,52,42,49,24,29
804817000,804800000,800000000,San Antonio,Mun,1491,1344,1092,1045,921,842,689,979,728,755,840,632,542,562,482,512,349,390,508,457,525,387,180,350,193,120,247,171,161,256,158,159,160,79,153,116,98,100,147,55,79,55,97,50,49,45,46,47,40,19,54,37,40,21,33,39,19,11,10,8,13
804818000,804800000,800000000,San Isidro,Mun,3669,3827,2643,3888,2541,2015,1954,3893,1654,2026,2378,2881,1854,2864,1192,1304,1093,1877,889,910,2724,1988,407,879,492,483,356,421,399,296,226,1386,460,241,1215,113,268,155,299,238,251,163,193,128,145,120,141,97,137,83,123,82,96,104,78,104,57,54,48,29,29
804819000,804800000,800000000,San Jose,Mun,3551,4182,2269,2646,2372,1727,1899,2528,1573,1626,2324,1780,1382,1839,1291,1191,868,1054,654,811,1677,1245,343,714,371,387,460,454,330,876,462,520,599,204,572,373,314,407,403,206,227,149,165,111,145,107,176,109,168,115,101,112,103,116,106,96,62,56,57,32,35
804820000,804800000,800000000,San Roque,Mun,5345,4923,2990,2624,2620,2131,1993,2660,2168,1655,2955,1445,1104,1285,1408,1545,1156,937,1564,1081,1400,1338,407,848,596,636,702,567,424,831,319,348,698,215,440,202,420,464,292,423,327,149,273,141,204,176,258,155,226,156,134,113,154,150,110,143,86,82,78,52,53
804822000,804800000,800000000,Silvino Lobos,Mun,3439,1279,960,754,910,666,1328,846,651,354,2380,267,299,354,417,1328,1133,198,1068,309,281,358,190,206,272,228,137,115,90,1524,1566,78,218,53,99,671,89,1209,1322,70,69,11,1055,13,18,38,38,46,55,40,9,15,19,28,12,17,17,8,5,3,8
804823000,804800000,800000000,Victoria,Mun,2422,2915,1583,2461,1800,1220,1202,2401,1199,1205,1584,1860,1138,1856,929,893,749,1163,533,603,1851,1339,243,467,271,267,355,285,236,364,272,861,343,145,789,100,230,249,209,156,107,70,167,90,77,57,75,55,85,71,63,47,71,64,63,47,42,21,23,18,20
304901000,304900000,300000000,Aliaga,Mun,16481,19921,12930,9280,13888,10016,14144,8351,10929,6418,10011,6083,5526,5221,6785,4503,5803,2993,5097,3671,3694,3283,1474,2113,2708,2816,1773,1963,1091,1748,1158,753,1316,940,837,203,2642,579,495,508,588,335,539,334,236,322,303,290,404,167,228,177,227,173,171,150,172,88,101,71,82
304904000,304900000,300000000,Cabiao,Mun,22961,25638,16686,14804,18148,14522,15713,13869,19498,10292,15914,8835,10168,7762,9940,6806,7143,5995,6633,5537,4800,4061,2988,2590,3256,3954,3964,2685,1886,3074,982,1087,2146,1756,1255,401,3347,484,606,686,775,722,650,921,367,501,386,402,393,150,543,353,303,222,342,300,184,84,107,92,60
304905000,304900000,300000000,Carranglan,Mun,10982,12719,8166,5529,8753,6540,9703,5418,6233,3692,7652,3624,1992,3662,4479,2383,3926,1663,3640,2445,1003,2593,852,1495,1164,1186,1268,959,847,2068,593,292,859,620,416,245,729,698,498,435,341,200,518,171,140,185,273,189,260,112,371,147,205,154,77,88,105,70,69,49,33
304903000,304900000,300000000,City of Cabanatuan,City,68986,80667,58222,51220,64374,47650,58892,41356,57502,34357,42896,36582,29817,28055,29782,21193,26307,16001,27331,14907,12642,12397,9987,8154,12577,10621,11214,8467,5791,7837,4250,4083,5442,4936,4512,0,21764,1510,1856,1743,2056,2106,3528,2301,1136,1316,1070,1102,1086,516,1197,989,800,664,899,784,455,288,254,250,239
304908000,304900000,300000000,City of Gapan,City,36092,40769,26793,20896,28382,20642,22545,20791,30013,13279,22188,15568,13266,11938,12382,8775,10224,7971,8412,7426,5812,5287,3628,4165,4796,4703,7333,3874,2800,4316,1126,1432,2712,2581,2056,0,6039,719,655,1110,915,858,1162,1077,382,678,665,555,676,290,360,372,464,350,281,252,276,210,233,140,144
304919000,304900000,300000000,City of Palayan,City,11996,13583,9949,7793,10667,7886,10323,7057,9326,4282,8019,5194,2995,4911,4587,3032,3946,1840,4319,2435,1353,1917,1163,1337,1237,1184,1472,1187,847,1429,1023,349,943,683,518,233,1713,344,262,413,373,287,2084,352,176,222,232,200,202,90,200,164,157,117,161,132,92,62,58,53,45
304906000,304900000,300000000,Cuyapo,Mun,16464,19052,14497,10253,17327,10690,16450,7829,10149,6598,9301,6419,4861,5712,7752,5241,6829,2863,6377,3319,2151,3066,2080,1989,2227,2822,2123,1465,1022,2305,2288,564,1096,825,751,381,3192,862,751,493,515,393,986,313,239,299,245,222,250,123,203,218,215,146,166,175,137,62,58,50,46
304907000,304900000,300000000,Gabaldon,Mun,9162,10931,7448,5540,7413,5736,6421,4839,5847,3651,5362,3040,2887,2675,4060,2759,3385,1538,3796,1841,1062,1767,744,995,1128,1452,981,1060,607,1091,446,324,654,457,374,142,1420,177,215,354,270,167,431,155,99,146,241,140,148,48,104,84,148,85,94,71,65,45,24,29,26
304909000,304900000,300000000,General Mamerto Natividad,Mun,11731,13806,8516,6326,10834,7162,8068,6047,8015,4416,7238,3763,3416,3534,4781,2948,3226,1782,3154,2247,1355,2289,963,1396,1362,1297,1301,1277,715,1252,626,357,880,527,546,471,2990,448,343,460,349,265,412,280,154,188,220,221,212,93,154,162,152,102,141,133,146,62,51,39,37
304910000,304900000,300000000,General Tinio,Mun,13958,15205,10394,9281,10907,8662,8252,8639,11914,6214,8254,6426,5659,5225,5471,4037,4622,4190,4143,3626,2838,3367,2186,1991,1694,1812,2019,1659,1223,1795,727,759,1220,1048,1064,303,3343,338,331,517,527,512,1253,603,266,491,289,240,269,117,275,289,235,142,242,233,96,71,79,58,63
304911000,304900000,300000000,Guimba,Mun,29843,35741,25411,18750,25677,20331,27899,15548,18098,11667,18781,12259,11817,10174,13145,8116,12064,5322,12774,7484,3525,4493,2854,3381,5101,6348,3761,2978,2110,3200,1178,1235,1943,1467,1756,409,14819,2093,693,863,936,511,1528,395,305,465,472,407,522,190,422,256,423,254,254,213,244,154,134,95,121
304912000,304900000,300000000,Jaen,Mun,19511,22847,13262,10512,19627,11026,13570,10045,14955,6788,11456,6938,7031,6823,8248,4654,5648,3711,4607,3939,2801,2807,1741,2040,2694,2761,2057,2064,1355,1716,698,720,1365,1563,890,248,2022,546,331,462,457,329,532,378,200,330,240,260,380,122,202,168,201,142,120,115,148,79,61,45,65
304913000,304900000,300000000,Laur,Mun,8841,10123,6908,5223,6791,5344,6036,4858,5831,3231,5585,3108,3617,2738,3586,2013,3376,1493,3181,1756,1170,1766,643,1088,1188,1303,822,929,522,1023,448,385,628,424,376,188,840,567,225,330,250,106,345,123,84,135,200,107,204,47,89,66,125,87,71,49,53,53,45,24,30
304914000,304900000,300000000,Licab,Mun,7656,9324,6251,4455,6497,4964,6221,4154,5427,3133,4990,2744,2230,2438,3295,2442,2483,1329,2131,1604,1040,1353,630,811,1024,1125,1058,867,571,1133,412,233,613,425,284,138,1164,199,179,276,204,169,303,153,90,128,150,97,174,52,84,82,102,89,77,60,62,44,44,20,31
304915000,304900000,300000000,Llanera,Mun,11194,13094,8479,6561,10345,6491,9849,5752,6960,4064,6469,4404,3210,3876,5222,2490,4211,1687,4577,2280,1302,2076,885,1293,1141,1261,1225,1088,727,1123,413,317,982,482,515,141,1259,441,156,420,423,575,631,358,276,178,184,163,197,71,274,253,146,128,228,237,74,48,50,36,38
304916000,304900000,300000000,Lupao,Mun,12307,14257,9522,6638,10118,7266,12178,5789,6690,4756,6738,4514,3074,4121,6024,3499,5398,1961,5796,2681,1332,2670,1152,1715,1288,1682,1399,1140,906,1642,591,405,961,629,484,197,771,719,398,473,472,319,926,287,203,262,247,171,175,94,175,187,189,136,150,153,102,84,66,42,47
304918000,304900000,300000000,Nampicuan,Mun,3680,4607,3358,2267,3490,2334,3693,1658,2223,1581,1695,1320,1236,1126,1729,1134,1464,682,1367,821,522,684,468,443,538,697,482,400,294,392,176,115,240,226,202,216,932,131,144,119,112,76,250,66,50,66,60,53,43,33,51,58,46,35,48,31,33,15,22,10,16
304920000,304900000,300000000,Pantabangan,Mun,8747,10354,6705,4929,7070,5057,6585,4422,5220,3424,5329,3213,2371,3499,4351,2280,2840,1574,2974,2280,1030,2126,695,1256,1537,1436,1044,959,850,1708,828,336,834,460,392,222,991,454,522,400,411,294,733,271,200,158,212,170,215,84,227,153,178,112,98,139,73,48,39,44,39
304921000,304900000,300000000,Pe?randa,Mun,9068,9964,6514,6466,6920,5315,5025,5042,7224,3964,4953,4416,4169,2655,3819,2568,3109,2745,2430,2076,1791,2081,1041,1072,1411,1309,1238,1027,762,1192,818,478,653,659,591,233,845,213,239,268,242,221,472,253,111,208,159,138,187,87,89,86,141,141,66,61,72,31,39,39,36
304922000,304900000,300000000,Quezon,Mun,7966,9618,6520,4562,7052,4723,7154,3883,5672,3084,4298,2808,2328,2380,3188,2254,2654,1244,2753,1460,1092,1312,728,780,1637,1835,931,836,508,852,334,229,500,378,293,143,1040,140,145,189,228,138,232,87,90,110,108,108,104,40,72,63,108,68,64,50,51,33,29,23,33
304923000,304900000,300000000,Rizal,Mun,14443,17066,12631,9163,12690,9744,14222,8260,10303,6157,8691,5870,4044,5580,7087,4092,4891,2330,4848,3136,1829,2647,1480,1685,3730,2144,1714,1541,1624,1690,689,504,1301,738,628,206,1396,429,309,590,486,418,739,403,256,292,265,276,228,81,327,265,234,141,246,211,118,75,68,40,39
