adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,angara_edgardo,aquino_noynoy,arroyo_joker,bautista_martin,cantal_felix,cayetano_alanpeter,cayetano_joselito,chavez_melchor,coseteng_nikki,defensor_mike,enciso_ruben,escudero_chiz,estrella_antonio,gomez_richard,honasan_gringo,kiram_jamalul,lacson_ping,legarda_loren,lozano_oliver,magsaysay_vic,montano_cesar,oreta_tessie,orpilla_ed,osmena_john,pangilinan_kiko,paredes_zosimo,pichay_prospero,pimentel_koko,recto_ralph,roco_sonia,singson_chavit,sison_adrian,sotto_tito,trillanes_antonio_iv,villar_manny,wood_victor,zubiri_migz
105541000,105500000,100000000,Sison,Mun,6766,6947,5167,199,31,6917,202,351,2918,4793,15,10590,203,955,7151,423,8299,11860,180,2740,2517,4132,75,3039,8226,187,3990,4427,5391,3513,2403,81,4928,6735,6367,218,4595
105542000,105500000,100000000,Sual,Mun,5572,4787,4021,290,70,4537,278,529,1885,3761,87,6889,251,1329,5544,566,6222,8363,193,2798,4079,1755,270,2465,6284,262,4729,3809,4085,2656,2173,113,3137,4732,6204,334,3490
105543000,105500000,100000000,Tayug,Mun,6132,8013,5052,160,23,8193,312,475,3193,5179,46,11984,423,1437,8719,440,10201,11686,152,2603,3623,1923,43,3996,8398,210,4955,6035,5414,4671,2790,107,4362,8219,9063,154,4470
105544000,105500000,100000000,Umingan,Mun,10464,12048,7096,2170,43,14468,328,913,5359,8067,173,17712,891,2848,2792,806,5524,20067,266,5519,6365,3357,116,6571,13639,578,8056,9412,8598,7838,4895,231,6497,12676,14273,408,7769
105545000,105500000,100000000,Urbiztondo,Mun,5835,5141,4326,238,94,4870,322,557,2128,3636,97,7046,294,1492,4139,431,6184,7976,214,2570,3604,2226,53,2814,6367,176,4369,4167,4600,3193,1845,131,3997,3731,6070,331,3366
105547000,105500000,100000000,Villasis,Mun,10863,9418,7344,301,46,9725,311,572,4364,6460,28,15079,345,1982,11942,569,12476,15884,202,3352,4647,3799,93,4717,10679,413,5793,7195,6760,5580,3603,114,6322,9857,12330,212,6037
405601000,405600000,400000000,Agdangan,Mun,2251,3037,1620,71,19,2637,60,68,1323,1409,9,3863,46,315,2313,179,2847,4018,52,792,1217,587,59,1295,2820,138,1276,1908,1876,1711,433,49,961,2463,3003,31,2090
405602000,405600000,400000000,Alabat,Mun,2875,3557,2208,118,14,2365,47,179,658,2426,8,3474,40,373,1981,226,2592,3752,51,943,1265,666,52,1349,3456,187,1779,2401,2238,1436,547,100,1091,1887,3035,32,1608
405603000,405600000,400000000,Atimonan,Mun,8495,13954,6761,229,45,12013,233,385,6774,5346,33,17445,209,1368,10961,630,12801,16986,221,2920,3445,1938,41,6452,12820,267,3470,9579,6758,7980,947,175,4238,10796,12472,220,5176
405605000,405600000,400000000,Buenavista,Mun,3910,4100,3549,106,37,2307,167,212,658,926,24,4652,61,480,263,388,3026,4932,65,432,2453,1094,21,1231,4178,55,2089,2853,4000,1004,794,41,2054,1893,3769,69,2045
405606000,405600000,400000000,Burdeos,Mun,2416,2446,1575,61,16,2375,100,238,572,1523,38,3210,51,567,2126,115,3228,4398,49,733,1692,610,18,1667,2381,62,813,1579,1515,1450,241,25,880,1715,2761,153,1228
405607000,405600000,400000000,Calauag,Mun,8574,13196,5458,569,45,10732,247,266,5698,5065,35,14669,353,1181,10056,617,12623,16040,267,2626,3498,1861,36,6214,11518,545,3406,8600,6041,6952,977,380,3777,9996,11100,474,4004
405608000,405600000,400000000,Candelaria,Mun,13573,23165,11132,349,30,19758,307,162,8194,8845,20,29160,221,2573,18678,1178,22397,28228,80,4081,5167,3019,98,7770,20534,278,6546,15785,14017,10224,3380,145,7322,19962,23307,109,8679
405610000,405600000,400000000,Catanauan,Mun,9225,10068,5750,383,103,8993,541,550,3197,5569,237,12679,443,1479,10838,598,11186,14921,310,3182,4804,2108,107,4520,9072,386,4895,6809,6833,5480,1368,220,4273,9336,8921,397,4467
431200000,431200000,400000000,City of Lucena,City,30382,45981,27811,1714,335,35709,1013,1259,15624,20607,350,55975,580,4795,32980,3027,44817,53003,342,7936,14347,7397,89,17968,41597,1937,15036,26483,26455,23930,5395,1158,16321,34563,40173,578,20189
405615000,405600000,400000000,Dolores,Mun,4062,6657,3006,97,22,6113,112,91,2759,2149,14,8845,73,586,5630,239,6670,8116,48,1341,1496,846,24,2584,6268,98,2068,3765,3583,3758,797,78,1816,6306,6355,75,2116
405616000,405600000,400000000,General Luna,Mun,3374,3496,2430,55,10,3086,90,130,1498,2268,18,4721,54,478,3478,342,3662,5142,49,1215,1794,1009,25,1535,3364,74,1991,2418,3135,2019,671,31,1937,3422,3960,92,2162
405617000,405600000,400000000,General Nakar,Mun,4478,4097,2323,120,71,3264,199,256,890,1995,31,5188,82,708,3621,398,4052,6288,140,1367,2993,1932,43,1825,3720,112,2158,2680,2522,1970,583,97,1890,3851,4399,92,1691
405618000,405600000,400000000,Guinayangan,Mun,5945,7019,3802,220,29,5802,50,186,1715,3466,69,8590,111,509,5338,423,6186,8795,58,1678,2169,1268,49,3618,6720,109,2076,4442,3820,3810,637,84,2354,4661,6381,121,2413
405619000,405600000,400000000,Gumaca,Mun,9003,13283,7399,610,89,11583,232,502,4512,6427,49,16066,225,1734,10417,584,13118,15745,130,2749,3713,2477,58,5352,12184,417,4057,9151,6572,7987,1399,279,4430,10419,11627,214,5380
405620000,405600000,400000000,Infanta,Mun,8118,12089,5715,412,115,10361,276,249,3091,4323,192,14381,202,982,9643,782,11720,14782,126,2232,3646,1945,129,4476,10317,460,3987,7208,6517,6358,1104,241,3403,10459,11837,75,4916
405621000,405600000,400000000,Jomalig,Mun,1052,634,612,14,5,499,14,34,185,587,3,1003,10,149,587,178,882,1167,13,408,669,358,1,485,555,25,572,494,590,629,199,10,735,387,857,33,494
405622000,405600000,400000000,Lopez,Mun,14119,16033,8971,676,63,12384,414,417,4910,8489,126,18430,335,1859,11595,1203,13817,19774,353,4086,5996,3947,77,7474,14488,360,5382,11052,10006,9153,1820,237,6339,10798,14839,328,6310
405623000,405600000,400000000,Lucban,Mun,8066,10257,6402,716,41,9459,262,221,3929,5003,29,12899,130,1468,6894,524,10561,12070,121,1845,2662,1557,29,3813,11462,757,3658,6198,6970,5772,799,517,4195,7622,10216,92,5265
405625000,405600000,400000000,Macalelon,Mun,4478,4818,2506,195,32,3952,208,250,1456,2460,19,5913,137,806,4695,424,496,6217,91,1795,2630,1400,13,2270,4611,100,2282,3524,3161,2643,694,134,1979,4377,4259,123,2231
405627000,405600000,400000000,Mauban,Mun,8567,10622,5392,326,150,9845,318,447,3173,4477,270,13538,160,1792,10317,779,10848,14618,129,2859,5124,2083,68,5357,10318,267,5321,6927,6639,6230,1065,150,3329,8351,10807,111,4497
405628000,405600000,400000000,Mulanay,Mun,6987,6999,3702,174,44,5048,337,469,1733,3927,78,7886,267,818,5048,474,6855,9881,380,3065,3185,1736,75,2716,6434,241,3550,4873,5357,4565,1000,61,2681,5129,6016,135,2767
405629000,405600000,400000000,Padre Burgos,Mun,3260,4398,2364,53,9,3626,58,92,1551,2433,10,5611,49,462,3586,202,4507,6052,27,1045,1491,716,82,1963,3999,102,1597,2557,2638,2163,456,48,1725,3604,4575,44,2332
405630000,405600000,400000000,Pagbilao,Mun,7792,13084,6767,199,32,11641,4052,4356,3821,4102,639,12193,166,2670,10685,440,11422,13490,1951,3465,2766,1243,1168,7328,11982,194,4463,7892,6553,7488,1002,110,3709,11500,11710,94,4785
405631000,405600000,400000000,Panukulan,Mun,2100,1888,1285,64,15,1509,66,141,446,1489,13,2480,44,344,1663,161,2006,3118,87,616,1162,611,11,845,1836,54,961,1222,1154,838,224,33,920,1043,1862,25,1020
405633000,405600000,400000000,Perez,Mun,2404,2575,1643,84,22,2006,13,116,625,1657,15,2918,41,468,1729,188,2135,3303,49,778,1525,750,12,1276,2788,54,1387,1675,1574,1384,411,45,1074,1331,2353,67,1062
405634000,405600000,400000000,Pitogo,Mun,4172,4760,2973,119,17,3860,175,184,1407,2994,11,5839,92,583,3902,412,4570,6462,50,1587,2305,1200,19,1888,4898,187,2718,2977,3534,2311,837,77,1854,3913,4533,81,2694
405635000,405600000,400000000,Plaridel,Mun,1998,2707,1592,87,7,2257,85,82,933,1196,10,4006,42,520,2163,111,3592,3842,35,534,844,488,7,1639,2544,73,1022,1802,1484,1636,259,44,1121,2022,2468,71,1167
405636000,405600000,400000000,Polillo,Mun,4266,4904,2676,82,17,3474,165,234,1048,2481,16,6050,49,660,3762,330,4738,6948,103,967,1945,913,21,2162,4835,67,2758,2862,3326,2802,594,62,2007,3864,5355,78,3830
405637000,405600000,400000000,Quezon,Mun,2546,2969,2085,134,13,2019,79,146,619,1889,13,3393,52,473,1936,322,2438,3587,35,914,1582,796,8,1437,3388,106,1427,1832,2050,1690,550,85,1109,1721,2457,76,1472
405638000,405600000,400000000,Real,Mun,4972,5870,3151,159,20,5205,71,181,1473,2962,13,7740,90,684,5126,375,6317,8127,74,1407,2687,1260,22,2489,5939,160,2720,3330,3683,2931,602,129,2176,4560,6004,61,2662
405639000,405600000,400000000,Sampaloc,Mun,3558,3552,2942,85,6,2061,90,84,924,2590,5,4076,29,326,2128,679,2795,3935,26,1417,1998,1340,15,882,3707,75,2205,2007,3269,1294,835,57,1940,2064,3266,16,2637
405640000,405600000,400000000,San Andres,Mun,3567,2673,2856,89,19,1348,86,164,621,2732,10,2712,67,422,1999,493,2239,3562,32,1680,3243,1169,10,1213,2747,38,2253,1379,2671,1307,890,28,2171,1408,2451,46,1995
405641000,405600000,400000000,San Antonio,Mun,3712,7140,3251,90,70,6549,96,98,2489,2094,5,9158,109,883,6272,133,7244,8715,40,1012,1763,718,10,3978,6533,87,2210,4469,5113,3543,696,70,1663,6551,6417,79,2842
405642000,405600000,400000000,San Francisco,Mun,5925,5021,3713,120,46,2704,154,216,1123,3595,87,5346,89,631,2953,676,3769,6843,74,1965,3417,1257,22,2141,4802,140,2560,2549,3315,1991,947,103,3330,2891,3766,98,2882
405644000,405600000,400000000,San Narciso,Mun,6831,4275,4338,0,43,2273,205,244,790,3202,38,5206,93,736,3902,564,4668,6543,57,2279,3699,1792,11,1496,4251,83,3717,2363,4536,1277,1664,3011,3099,5561,5561,95,2341
405645000,405600000,400000000,Sariaya,Mun,15434,25289,12002,439,119,21038,346,384,7403,10044,356,30756,303,2266,19056,746,25320,31024,241,3722,6420,2629,186,8956,23494,543,7174,13466,15829,12537,1984,434,6763,21404,25370,200,10004
405646000,405600000,400000000,Tagkawayan,Mun,6447,8102,4119,200,224,6101,239,311,2262,3645,71,10433,194,793,8153,495,7882,11382,0,1964,2382,1401,62,3940,7968,218,2652,5393,4108,4437,613,176,2624,5803,6767,229,2618
405648000,405600000,400000000,Tiaong,Mun,12972,18243,7122,419,24,16843,103,234,4509,6504,41,24409,339,1930,18674,677,18410,23317,111,1400,3663,1500,3144,10491,8374,2770,7503,11054,10513,12661,1690,352,4431,12242,15089,149,6675
405649000,405600000,400000000,Unisan,Mun,4200,4868,3202,68,10,3522,109,115,1604,3171,7,6027,68,497,3811,378,4736,6385,32,1472,2269,1166,9,1738,5191,64,2753,2560,3949,2223,870,45,2382,3741,5031,51,4147
205701000,205700000,200000000,Aglipay,Mun,3991,3200,2964,235,44,2270,135,362,949,3009,113,4456,114,560,3812,411,5034,5897,121,1699,2459,1458,41,1378,3742,296,2327,2215,2815,1184,1309,135,2197,2259,4091,60,2126
205702000,205700000,200000000,Cabarroguis,Mun,1498,1372,1220,29,13,991,62,123,569,1069,9,2139,33,260,1642,88,2128,2224,29,555,539,407,12,618,1594,102,898,1079,1151,751,300,16,1012,1006,1732,27,959
205703000,205700000,200000000,Diffun,Mun,5959,6124,4785,308,72,5039,233,540,2252,4130,65,7805,151,895,6876,664,8741,10204,197,3020,3785,2369,104,2997,6662,500,3863,5182,4467,2665,1538,71,3202,4412,7754,146,2942
205704000,205700000,200000000,Maddela,Mun,5908,4480,5069,312,65,3753,266,651,1450,4421,43,6317,148,717,5506,953,7041,8084,165,2998,3295,2674,63,2321,5788,457,3818,3888,4165,1877,1994,144,2985,3384,6302,92,2834
205706000,205700000,200000000,Nagtipunan,Mun,2907,1402,2176,184,53,1091,148,401,607,2192,39,1997,84,511,2641,911,2620,3027,134,1914,2751,1780,45,1033,1867,296,2369,1590,1877,627,1297,72,1655,1007,2141,104,1461
205705000,205700000,200000000,Saguday,Mun,2618,2222,1661,66,14,1915,118,181,832,1825,54,3660,73,408,2723,244,3183,4196,92,1156,1153,1165,73,1028,2499,134,1877,1772,1849,976,684,61,1443,1938,2760,36,1388
405801000,405800000,400000000,Angono,Mun,16000,22846,16457,1371,128,19515,496,583,8641,12633,166,28535,416,4811,15966,2891,23187,26970,551,7052,7723,3761,510,8165,22544,1404,10611,15828,12772,13962,3616,911,10407,16202,20402,391,13837
405803000,405800000,400000000,Baras,Mun,4364,7018,4355,201,17,5730,176,191,3402,3247,24,9555,71,1918,4776,346,8258,9299,78,2081,2427,1727,35,2921,6344,215,2906,4408,4099,4938,827,116,4634,5178,7522,160,4167
405804000,405800000,400000000,Binangonan,Mun,21151,33982,19483,1439,370,31550,912,822,16342,15184,498,43959,531,8965,26109,2534,37458,43402,745,9972,9683,6567,398,15568,28753,1444,0,24739,17301,21960,4275,987,16695,27754,38068,1004,16366
405805000,405800000,400000000,Cainta,Mun,12657,18623,14934,2671,134,14955,307,375,6665,10821,115,22534,231,2970,11884,1964,17516,19771,354,4658,4729,3493,97,6630,17391,2805,7910,12745,11251,12643,3659,2037,7867,13355,18653,334,12257
405806000,405800000,400000000,Cardona,Mun,6217,10211,6334,283,45,9034,264,306,5326,5177,34,13984,138,2706,7362,925,12148,13687,115,4000,4123,3314,41,5141,8802,254,4627,7006,4863,5931,1997,181,5795,8738,9748,219,5371
405802000,405800000,400000000,City of Antipolo,City,49304,80750,49804,5286,970,71749,3377,2628,35944,36704,1388,99478,2025,16438,64067,6796,89713,95756,3237,19670,21289,13775,1674,37567,70211,7205,29428,60764,41753,55459,11435,3587,34962,64190,75682,4587,41524
405807000,405800000,400000000,Jala-Jala,Mun,4005,6184,3670,188,104,6466,139,186,3863,2906,114,9728,92,1262,4904,391,8595,9717,158,2982,1969,1481,82,2823,5887,134,2798,4161,2463,3658,525,111,3832,5009,7279,87,3814
405809000,405800000,400000000,Morong,Mun,7052,12320,6642,429,47,10398,390,252,5504,5407,34,15867,137,2956,8919,508,13995,14801,145,3288,3330,2331,45,4673,10170,397,4414,8170,5853,7754,1299,346,5807,9842,11634,319,6060
405810000,405800000,400000000,Pililla,Mun,4059,6651,3379,202,29,6121,240,156,3408,2707,294,9162,200,1691,4818,585,8434,9279,205,2206,1854,1481,85,3037,5718,190,2940,4600,3433,4644,985,166,4266,5652,8000,293,3634
405808000,405800000,400000000,Rodriguez,Mun,28115,41982,28227,1591,215,34166,1068,1022,17922,22337,155,55524,556,8922,30892,20733,49643,52818,718,11171,10836,8593,183,16838,36727,1416,13573,30322,25603,22949,4202,825,24057,29864,39872,729,23965
405811000,405800000,400000000,San Mateo,Mun,19226,34131,22357,2308,626,30966,956,890,16328,15420,404,44668,547,7868,26421,2385,40234,40899,1019,8765,7897,6819,475,12383,29588,2344,12515,27018,16360,22123,3879,1373,15817,27086,33596,757,19253
405812000,405800000,400000000,Tanay,Mun,10984,17431,9960,726,183,14823,754,694,8355,7523,323,22986,403,5747,15955,1642,20547,21050,725,6141,5512,4999,309,8035,14615,1043,7041,12110,9133,10552,2013,442,9892,14083,17523,450,8682
405813000,405800000,400000000,Taytay,Mun,23111,38683,24362,2658,542,36274,835,1337,15908,19311,803,48435,877,14915,28992,3345,41037,46464,949,10865,10578,6668,537,15931,34255,3223,14200,29931,20958,24864,5345,1899,18829,29610,34971,908,20120
405814000,405800000,400000000,Teresa,Mun,6305,10101,5204,420,51,9323,393,327,4873,4171,77,14225,183,2515,9037,453,12063,13509,171,3405,3196,2707,69,4459,8826,411,4247,7709,4460,6615,1258,223,5241,8481,9796,387,4895
1705901000,1705900000,1700000000,Alcantara,Mun,2502,2174,2197,85,39,1870,98,189,676,2154,39,3389,70,548,2105,354,3079,3860,77,1223,5799,1219,36,1318,2413,43,1644,1420,2128,1078,545,44,1521,1724,2992,114,1739
1705902000,1705900000,1700000000,Banton,Mun,1486,1296,1573,17,7,994,36,114,290,1273,4,1513,19,108,630,381,1372,1599,21,833,597,702,4,488,1198,23,1058,681,1332,380,376,7,658,608,1278,35,946
1705903000,1705900000,1700000000,Cajidiocan,Mun,2432,1895,2269,87,29,1213,124,223,420,1906,23,2287,81,402,1608,288,2133,2601,80,1513,2374,1307,11,917,1753,39,2487,1336,2099,760,689,46,1636,1173,2834,87,1436
1705904000,1705900000,1700000000,Calatrava,Mun,1325,1010,1386,25,2,818,48,46,247,1162,3,1833,8,170,808,333,1491,1995,14,861,1025,517,1,486,1062,29,1025,584,1634,749,620,23,986,918,1840,25,1080
1705906000,1705900000,1700000000,Corcuera,Mun,1796,1941,1495,46,14,1602,49,161,896,1358,11,2792,42,448,1321,156,2440,3149,30,691,1107,730,8,1677,1798,40,1141,1494,1565,1194,332,16,741,1119,2387,78,1022
1705916000,1705900000,1700000000,Ferrol,Mun,1128,762,800,39,6,631,34,94,439,772,2,1242,10,321,748,258,1022,1423,16,692,947,1165,3,463,933,26,888,703,937,394,209,10,897,551,892,42,691
1705907000,1705900000,1700000000,Looc,Mun,2338,2608,2712,54,4,2287,70,130,728,2365,3,4005,26,412,2177,519,2985,4453,20,1753,2701,1450,1,1364,2880,43,2111,1917,2952,1728,954,50,2163,2323,4091,59,2378
1705908000,1705900000,1700000000,Magdiwang,Mun,2107,1791,2056,57,27,1126,91,238,386,1905,11,2235,31,325,1332,360,2183,2671,51,1172,1638,835,3,911,1803,45,1903,919,1769,716,612,16,1306,963,1792,48,1417
1705909000,1705900000,1700000000,Odiongan,Mun,6756,8144,6327,211,55,6240,208,407,2490,5458,13,10961,125,1037,7873,715,9575,11941,96,3472,3463,2474,32,3717,7670,131,4315,5687,6344,3834,1234,83,4696,6211,9259,105,5040
1705910000,1705900000,1700000000,Romblon,Mun,4751,5060,4796,145,28,4781,57,348,1235,4227,33,7067,21,1030,7302,1286,7224,8556,102,3283,3286,1623,47,2627,6417,125,3487,3115,4994,2269,1419,76,3219,3911,7105,192,3669
1705911000,1705900000,1700000000,San Agustin,Mun,2485,2588,3577,55,17,1944,81,205,481,3189,9,4310,52,364,3698,452,4109,5253,43,2164,1846,851,18,1395,2975,47,1437,2883,1695,1556,1285,31,1222,1654,4267,26,2319
1705912000,1705900000,1700000000,San Andres,Mun,2246,2253,1695,82,15,1759,68,214,761,1661,13,3386,54,592,2805,331,3097,3782,50,1173,1602,1007,6,1196,2100,59,1461,1785,1640,1145,767,26,1639,2376,2794,99,1377
1705913000,1705900000,1700000000,San Fernando,Mun,2793,2580,3168,38,19,1513,75,324,484,3003,13,3384,30,429,1408,573,3037,3947,40,2222,2393,1160,13,1619,2498,70,2788,1300,3058,1235,1287,28,1584,1055,3308,37,2273
1705914000,1705900000,1700000000,San Jose,Mun,880,999,929,89,14,770,109,109,291,748,45,1293,111,316,588,195,1250,1690,94,471,912,431,27,707,1094,77,746,778,924,379,167,28,549,508,1231,24,677
1705915000,1705900000,1700000000,Santa Fe,Mun,2037,1539,1579,94,31,1274,106,267,449,1511,23,2407,47,468,1281,430,2017,2748,47,1324,1909,835,19,906,1723,76,1732,1239,1520,644,542,21,1187,944,1575,39,1409
1705917000,1705900000,1700000000,Santa Maria,Mun,1110,982,1240,35,7,913,36,145,375,991,5,1943,24,264,930,159,1573,2218,26,737,787,494,4,661,1076,20,727,656,1189,646,339,14,738,673,1982,52,988
806001000,806000000,800000000,Almagro,Mun,1428,840,1317,48,14,853,31,61,443,1260,3,1343,34,369,957,707,1156,1484,19,1125,1766,1013,17,564,949,39,1650,766,1483,562,874,19,1433,835,1279,15,1657
806002000,806000000,800000000,Basey,Mun,5100,5295,4322,189,87,5136,249,481,2412,3350,88,7167,239,1477,5033,779,5977,7501,203,3058,3682,2088,123,3490,5122,172,4510,4292,3802,3332,991,102,2774,4756,5854,158,2855
806004000,806000000,800000000,Calbiga,Mun,2505,2838,2221,152,29,2345,116,257,1080,1971,97,3493,136,892,2253,632,2951,3673,67,1050,2347,1339,20,1303,3011,101,2223,2641,2207,1509,761,56,1226,2045,2198,54,1689
806003000,806000000,800000000,City of Calbayog,City,19627,18092,21411,472,117,15991,617,935,7194,20826,75,24485,567,4178,17167,12343,20649,24956,648,17979,23102,15808,250,8460,17520,614,23497,13312,22949,9177,12792,361,20746,15997,21527,581,21454
806006000,806000000,800000000,Daram,Mun,3291,3196,2061,155,67,2977,162,335,1319,2858,105,3782,130,1226,2998,900,3378,4367,240,2225,3803,1744,62,1891,2592,132,2183,2706,2647,1650,775,163,2575,2112,2588,74,2334
806007000,806000000,800000000,Gandara,Mun,3309,2365,2629,71,50,2298,148,187,1584,2858,198,3684,88,830,3581,1467,2989,3364,84,2452,3642,2130,110,1623,1684,83,3241,2091,3098,1791,1739,182,3128,2579,2586,85,2677
806008000,806000000,800000000,Hinabangan,Mun,1336,1463,1193,60,18,1569,132,187,614,1123,18,2495,78,934,2074,267,2223,2245,71,874,1419,744,47,1021,1793,73,1395,1212,1270,900,451,28,892,1724,1624,95,1038
806009000,806000000,800000000,Jiabong,Mun,1867,2055,1224,88,43,2133,113,154,1375,1220,33,2900,122,921,2040,321,2545,3299,126,1070,1828,987,57,1224,1749,140,1508,1884,1500,1236,452,76,1056,1556,2206,29,1315
806010000,806000000,800000000,Marabut,Mun,1640,1778,1126,75,29,1817,78,165,912,1087,58,2774,101,682,1833,328,2124,2815,57,1036,1398,814,14,1458,1833,43,1500,1469,1185,1161,474,17,1084,1674,1845,90,1132
806012000,806000000,800000000,Motiong,Mun,1972,1024,1393,59,43,927,83,171,460,1409,11,1413,37,483,890,563,1345,1839,31,1282,1848,1084,7,637,1297,35,1700,995,1478,496,672,55,1440,748,1099,48,1697
806026000,806000000,800000000,Pagsanghan,Mun,1610,1068,1259,46,17,839,46,127,477,1249,14,1541,56,437,1168,612,1338,1577,21,1038,1424,957,6,571,1067,18,1453,879,1234,501,591,7,1170,766,939,20,1124
806022000,806000000,800000000,Paranas,Mun,2473,2463,1753,105,45,2602,131,280,1068,1694,43,3708,176,888,3079,474,3344,4174,139,1537,2076,1200,47,1507,2340,78,2017,2119,1590,1349,411,68,1361,2429,2468,134,1776
806013000,806000000,800000000,Pinabacdao,Mun,1478,1482,1106,47,13,1411,104,157,747,1140,17,2076,74,379,1725,358,1772,2344,20,839,1322,709,5,845,1411,27,1324,1231,1255,928,488,15,946,1335,1548,49,956
806025000,806000000,800000000,San Jorge,Mun,1911,1331,1460,63,14,1206,57,85,712,1411,15,2329,35,516,2002,584,2000,2364,31,1314,1934,1091,10,719,1356,41,1740,1188,1728,824,673,28,1692,1272,1757,42,1452
806014000,806000000,800000000,San Jose De Buan,Mun,417,204,314,13,13,194,22,34,123,318,0,447,7,89,342,177,366,427,42,290,570,305,1,116,269,5,366,277,461,116,221,5,360,254,205,4,342
806015000,806000000,800000000,San Sebastian,Mun,1026,626,711,38,22,615,120,77,370,589,74,954,74,392,658,298,797,1053,55,563,996,568,1,345,642,20,867,542,630,348,318,39,738,555,558,23,654
806016000,806000000,800000000,Santa Margarita,Mun,2180,2735,1730,50,12,2373,58,128,1409,1731,70,3512,109,649,3058,839,3205,3805,33,1455,2408,1262,8,1314,2058,37,2372,2042,2019,1580,925,20,1940,2610,2374,256,1719
806017000,806000000,800000000,Santa Rita,Mun,4622,3194,3298,118,46,3207,235,263,1746,3303,149,4693,140,1196,3470,1590,3962,5470,92,2961,4047,2504,82,2171,2827,84,4413,2881,3623,2052,1706,197,3285,2740,3325,137,3227
806024000,806000000,800000000,Tagapul-An,Mun,1307,730,1267,42,45,586,30,87,151,1207,3,801,16,216,580,785,837,829,19,1127,1587,991,5,374,657,126,1398,482,1157,320,879,28,1129,403,647,22,1344
806019000,806000000,800000000,Talalora,Mun,904,696,609,44,7,699,57,108,488,824,37,990,57,357,778,309,939,1220,91,496,967,526,25,473,812,79,760,837,680,548,271,9,531,645,734,83,550
806020000,806000000,800000000,Tarangnan,Mun,3118,2284,2253,128,32,1871,103,251,1157,2349,26,3074,74,877,2206,1032,2799,3445,60,2108,3269,1937,14,1426,2135,98,2926,1891,2423,1088,1161,19,2430,1542,2202,35,2138
806021000,806000000,800000000,Villareal,Mun,2848,3305,1865,137,63,3619,69,355,1886,1945,75,3828,519,1127,3241,691,3677,4992,510,1414,2349,1250,178,2171,2612,447,2138,3091,2172,2336,706,95,1482,2528,3426,491,1468
806023000,806000000,800000000,Zumarraga,Mun,1702,2094,942,74,24,1789,100,158,1012,1027,29,2845,151,941,2176,294,2546,3467,176,1027,2127,908,39,1308,1749,47,1724,1729,1338,1419,473,48,1326,1693,2072,123,1491
1208001000,1208000000,1200000000,Alabel,Mun,5285,9147,3710,332,93,7338,281,576,3858,3837,61,11232,293,1127,9244,1284,11070,12141,144,3111,4815,1961,37,5957,8530,120,4278,8122,4266,5787,1088,47,2631,10111,9431,119,6252
1208002000,1208000000,1200000000,Glan,Mun,11399,7722,9079,461,184,5353,351,653,5076,9349,293,8834,306,1038,7064,6342,9247,9606,430,9179,9870,7327,178,6053,5841,228,8880,7601,8743,5772,6992,189,7884,8228,7576,220,10057
1208003000,1208000000,1200000000,Kiamba,Mun,4637,7135,2707,289,108,6344,347,622,4383,3231,74,8988,258,1258,8601,1981,9733,10043,202,2632,5310,1703,92,5192,6179,204,4597,7357,3170,4367,1228,126,2697,8304,6435,170,4321
1208004000,1208000000,1200000000,Maasim,Mun,3271,5385,2018,219,65,4186,217,559,2834,1846,45,6116,294,1057,6617,2085,6867,7368,166,1974,3913,1369,33,3785,4613,101,3361,4958,2239,3557,763,60,1327,6461,4926,252,3019
1208005000,1208000000,1200000000,Maitum,Mun,3891,4551,2712,347,83,3810,283,678,2312,2675,56,6303,250,1055,6470,1662,6786,6951,134,2108,4271,1737,41,3188,4286,152,3970,4550,2770,2451,1764,92,2112,5403,4583,233,3592
1208006000,1208000000,1200000000,Malapatan,Mun,4298,6230,3015,242,72,5014,343,425,1999,2865,49,7471,170,1247,6630,2447,7717,8584,119,2694,4546,1757,25,4053,5579,83,3543,5436,3161,4170,1446,58,2312,7580,6078,200,4546
1208007000,1208000000,1200000000,Malungon,Mun,9680,9523,7015,627,150,7543,550,1010,3676,7390,183,11599,499,1512,10736,2905,12019,13803,316,7030,8103,4581,115,6743,8997,805,8889,9915,7394,5454,4563,147,4991,10204,10044,910,10130
706101000,706100000,700000000,Enrique Villanueva,Mun,1452,1065,1426,24,9,845,24,57,564,1378,4,1112,23,96,696,953,1059,1239,17,1123,1296,1075,8,807,819,12,1352,929,1423,592,1012,6,1141,903,1089,15,1317
706102000,706100000,700000000,Larena,Mun,3007,2515,3161,79,28,2068,104,212,1154,2650,11,2749,43,293,1244,1564,2350,2914,74,2082,2463,2662,20,1767,3009,70,2758,2188,3002,1672,1727,31,1923,1418,2746,35,2692
706103000,706100000,700000000,Lazi,Mun,4752,2529,4034,150,67,1598,158,441,562,3734,27,2521,83,508,1562,1813,2385,3263,97,3410,4153,2351,27,1670,2963,78,4567,2244,3638,1052,2058,35,2749,1455,2460,137,3401
706104000,706100000,700000000,Maria,Mun,3668,1548,3169,49,26,1040,94,179,359,3280,13,1703,41,236,1049,2038,1451,1994,53,2805,3434,2474,16,945,1881,104,3555,1376,3269,731,2245,9,2721,1073,1580,26,3090
