adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,alcantara_samson,angara_sonny,aquino_bam,belgica_greco,binay_nancy,casino_teddy,cayetano_alanpeter,cojuangco_tingting,david_lito,delosreyes_jc,ejercito_jv,enrile_juanponce_jr,escudero_chiz,falcone_bal,gordon_dick,hagedorn_ed,honasan_gringo,hontiveros_risa,legarda_loren,llasos_marwil,maceda_manong_ernie,madrigal_jamby,magsaysay_mitos,magsaysay_ramon_jr,montano_mon,penson_ricardo,pimentel_koko,poe_grace,seneres_christian,trillanes_antonio_iv,villanueva_eddie,villar_cynthia,zubiri_migz
203112000,203100000,200000000,Echague,Mun,1047,12736,11775,709,19047,2745,15510,1692,516,486,14871,16186,13362,496,11576,5668,12368,7189,17282,374,3067,5311,3561,7695,842,1039,11238,19543,441,11033,6610,12593,6929
203113000,203100000,200000000,Gamu,Mun,111,2304,2520,140,4121,577,2639,328,132,148,2709,3214,2391,116,1864,929,2403,1300,2528,85,639,971,777,1885,137,146,2324,3483,98,1802,1314,1930,1744
203115000,203100000,200000000,Jones,Mun,600,6221,5747,429,9329,2709,7058,853,350,356,5472,7720,5994,304,5171,2351,5220,3197,8458,205,1484,2334,1849,3653,413,410,5079,8421,216,4921,3214,5818,3505
203116000,203100000,200000000,Luna,Mun,152,2395,2464,162,3280,529,3144,331,117,118,2658,2859,2589,105,1939,774,2412,1239,3372,68,523,1007,604,1356,104,155,1939,3575,64,1989,1281,2104,1571
203119000,203100000,200000000,Mallig,Mun,332,4905,4775,329,6926,1419,6175,582,224,200,5070,6136,4862,228,3951,1618,4944,2489,6489,129,989,1831,1421,2603,257,298,3649,7160,165,4064,2041,4753,2929
203120000,203100000,200000000,Naguilian,Mun,284,3720,3670,257,5749,744,4565,520,190,243,4162,4468,3743,238,2949,1078,4100,1788,4629,123,944,1389,1043,2106,244,236,2920,5439,127,2924,1413,3610,2628
203122000,203100000,200000000,Quezon,Mun,305,3343,3061,287,4789,953,4188,423,209,169,3245,4635,3437,181,2518,980,3415,1694,4610,202,897,1466,1205,2161,271,341,2908,4945,160,2784,1473,3429,2107
203124000,203100000,200000000,Ramon,Mun,468,7135,6446,383,9450,1375,9113,851,279,299,7993,8594,7055,288,6171,3007,8130,4144,9831,149,1557,2672,1707,3876,332,388,5569,10780,192,6813,3022,8087,3622
203125000,203100000,200000000,Reina Mercedes,Mun,258,3622,2982,209,6481,675,4087,620,152,144,4538,4918,3989,171,2572,1084,3545,1910,4643,129,1202,1443,1144,2246,226,185,2925,5471,104,2808,1879,2953,2521
203126000,203100000,200000000,Roxas,Mun,599,8492,6576,437,9519,1563,8372,759,305,366,6797,8441,7455,237,5889,3548,6443,4888,8767,213,1763,2488,1887,4122,282,440,5677,10231,213,6295,3539,6517,3929
203127000,203100000,200000000,San Agustin,Mun,44,539,456,31,716,99,631,47,15,22,492,700,559,27,360,152,471,250,713,11,98,199,145,302,27,25,416,718,15,415,419,500,346
203128000,203100000,200000000,San Guillermo,Mun,121,1714,1713,102,2299,303,1865,141,63,78,1578,1782,1421,68,1250,325,1283,518,2009,33,337,436,393,708,63,90,855,2107,29,1271,720,1500,775
203129000,203100000,200000000,San Isidro,Mun,225,3453,3327,190,5353,805,4642,492,138,164,3767,4937,3716,133,2920,1611,3895,2038,5087,122,864,1371,1009,1970,236,276,3103,5781,103,3378,1470,3393,1943
203130000,203100000,200000000,San Manuel,Mun,117,1636,1474,112,2301,311,1754,216,74,67,1610,2214,1621,53,1131,519,1308,710,2016,41,388,512,364,829,58,94,1081,2477,48,1126,1063,1713,911
203131000,203100000,200000000,San Mariano,Mun,716,5122,6445,605,10424,3825,7175,983,348,466,6717,7612,6248,372,4187,1545,6153,2322,9844,396,1506,2112,2133,3277,620,479,4332,8803,381,3860,2824,7046,4599
203132000,203100000,200000000,San Mateo,Mun,456,10162,7675,444,11906,2123,11362,1365,218,339,9807,10978,9032,277,7582,3649,8987,4878,12193,187,2108,3346,1984,4751,311,501,7364,13425,214,8640,3284,8731,4763
203133000,203100000,200000000,San Pablo,Mun,36,462,438,41,1284,405,553,103,30,25,752,884,579,29,427,190,541,262,595,23,150,172,209,302,30,45,413,889,12,415,194,381,351
203134000,203100000,200000000,Santa Maria,Mun,117,1891,1868,138,6091,292,2402,397,72,92,4218,4903,3180,71,1456,653,2428,1112,2605,44,745,998,660,1239,83,94,2544,4200,46,1687,1050,1538,2002
203136000,203100000,200000000,Santo Tomas,Mun,56,787,654,69,1509,135,937,174,51,22,919,1246,828,63,602,229,824,433,963,28,258,391,340,502,54,70,686,1175,25,725,276,578,474
203137000,203100000,200000000,Tumauini,Mun,202,2551,2546,199,5132,378,2828,343,110,95,3590,4182,2631,118,2305,591,2442,1055,3156,74,742,889,773,1189,124,144,1789,4351,73,1946,1156,2519,1864
1403201000,1403200000,1400000000,Balbalan,Mun,198,1359,1021,253,1971,767,1453,378,169,177,871,1395,1484,130,908,416,1207,498,1659,63,319,737,755,895,241,179,1156,1234,110,1082,1005,1493,754
1403213000,1403200000,1400000000,City of Tabuk,City,1277,15651,9472,5608,17454,4046,15012,3069,1026,966,12711,14567,15154,704,11498,4978,13856,6990,15816,472,3387,6359,6256,9378,1111,1296,12651,18651,603,11955,8490,14284,8599
1403206000,1403200000,1400000000,Lubuagan,Mun,210,773,477,191,1205,403,586,238,161,90,638,584,623,71,478,166,714,246,698,37,181,258,425,453,95,84,519,745,126,543,472,515,364
1403208000,1403200000,1400000000,Pasil,Mun,349,2100,1273,387,2683,934,2166,712,359,217,1683,2120,2522,184,1605,637,2240,925,2252,104,516,1158,1914,1415,351,273,2040,2376,142,1510,1416,1550,2135
1403209000,1403200000,1400000000,Pinukpuk,Mun,493,3220,2746,1087,6951,1148,3336,805,383,284,2664,4062,3443,296,1986,1005,3891,1272,3579,144,806,1616,1800,2266,539,407,2762,3903,203,3024,2272,3469,1987
1403211000,1403200000,1400000000,Rizal,Mun,172,1803,1392,211,2423,492,1820,281,123,95,1569,1766,1834,91,1237,550,1730,706,1946,57,370,755,679,1095,142,135,1401,2171,50,1371,628,1496,888
1403214000,1403200000,1400000000,Tanudan,Mun,541,2505,2096,452,2871,906,2460,1128,584,310,1832,2173,2330,298,1839,693,2099,1182,2005,171,668,1225,1397,1731,406,353,2158,2684,147,1593,1148,1792,1374
1403215000,1403200000,1400000000,Tinglayan,Mun,126,919,422,122,1316,337,768,361,122,71,697,827,739,73,666,277,913,353,660,33,289,365,544,544,127,115,643,1032,66,574,657,791,513
103301000,103300000,100000000,Agoo,Mun,479,10885,7912,576,18173,3142,11603,4498,471,501,14380,13163,11922,391,11580,4043,13390,6189,15908,291,5223,4576,6012,7397,405,733,9535,16237,387,10466,4328,12101,10918
103302000,103300000,100000000,Aringay,Mun,383,7771,6229,376,9876,2680,9297,1803,417,298,7943,7696,8438,273,6561,2704,8063,4746,11514,217,1811,3818,2370,5223,364,481,7358,11031,307,8153,3193,7206,5058
103303000,103300000,100000000,Bacnotan,Mun,354,6467,3717,411,7409,1551,7874,808,221,348,7617,6667,7899,256,6316,2363,7516,3481,9299,111,1477,2339,2496,4634,166,323,5405,8387,174,6768,2642,6800,4431
103304000,103300000,100000000,Bagulin,Mun,269,2313,1765,215,3155,458,2451,417,254,150,1891,2158,2026,162,1445,677,2123,737,2891,71,609,873,971,1733,312,251,2084,2063,134,1723,1224,1869,1415
103305000,103300000,100000000,Balaoan,Mun,192,4931,2930,272,12557,1061,6242,575,120,108,6461,12052,6188,77,10983,2088,6717,2142,7451,51,1442,1418,1956,3215,79,151,4196,7695,78,6536,2019,4853,2572
103306000,103300000,100000000,Bangar,Mun,154,2722,1627,159,4060,421,3292,419,108,116,3750,3290,3918,117,2307,889,3511,1348,4585,69,2350,1156,1113,1787,122,208,3372,4172,58,3080,1372,2508,2134
103307000,103300000,100000000,Bauang,Mun,696,13598,8954,925,19166,3956,14970,2029,549,611,18747,12543,15383,377,10857,5011,14594,8649,21029,361,4321,6119,7857,9190,465,761,12512,19598,433,13610,5346,12091,8018
103308000,103300000,100000000,Burgos,Mun,86,1456,927,80,1952,247,1573,202,102,201,1424,1214,1565,41,1079,543,1642,625,2225,30,281,605,474,899,85,70,1225,1875,46,1512,709,1443,1146
103309000,103300000,100000000,Caba,Mun,176,4324,2799,235,5485,881,4802,791,193,135,4398,3863,4084,122,3317,1430,4337,2086,5479,77,864,1699,1098,2273,144,216,3599,5619,116,5019,1591,3900,2433
103314000,103300000,100000000,City of San Fernando,City,1082,21503,15295,2210,23983,7661,22179,2643,925,1139,24101,18695,25952,554,17592,11487,24063,12172,30312,565,6874,7984,5981,12267,579,1199,21381,30572,596,20192,7534,20388,12403
103310000,103300000,100000000,Luna,Mun,290,5604,3405,297,7238,1064,6917,830,241,766,6753,6405,6920,159,4523,2181,6514,2955,7990,152,3100,2322,1555,4203,190,520,6787,8218,125,6307,2450,5088,3405
103311000,103300000,100000000,Naguilian,Mun,425,8201,5104,527,16142,2138,9792,5940,426,546,14335,13304,9610,333,11655,3318,14180,4915,13284,251,6802,3288,7468,5887,327,490,8080,11411,287,9156,4179,13119,11327
103312000,103300000,100000000,Pugo,Mun,83,1406,1038,83,1520,226,1530,233,62,77,1348,1191,1527,43,1042,641,1427,816,1713,30,317,611,411,851,69,81,1264,1834,48,1348,573,1123,863
103313000,103300000,100000000,Rosario,Mun,450,9438,7108,616,12655,1775,12964,2556,436,412,11291,9773,12308,343,8193,4249,12323,6786,13442,247,2310,4400,3641,6250,403,601,8628,15854,295,11002,4111,10190,7531
103315000,103300000,100000000,San Gabriel,Mun,108,1517,878,132,1723,303,1908,303,100,69,1740,1557,1638,59,1203,504,1768,690,2207,37,394,680,550,1146,85,119,1389,1833,44,1548,877,1361,1017
103316000,103300000,100000000,San Juan,Mun,175,3666,2714,271,5255,1074,4684,464,117,165,5034,4079,4893,153,3591,1489,5221,2173,6150,56,858,1458,1646,3570,127,215,3516,5804,74,4324,1618,3865,4184
103317000,103300000,100000000,Santo Tomas,Mun,388,7863,5827,440,11218,2203,8710,1390,441,339,8679,7901,8164,302,5796,2978,8361,4422,10644,189,2236,3379,2522,4865,393,505,6817,11333,251,6995,3830,7282,5837
103318000,103300000,100000000,Santol,Mun,84,704,485,60,1185,130,966,84,42,31,796,872,878,22,568,260,854,429,1232,16,144,322,283,557,49,68,661,1075,20,886,348,753,483
103319000,103300000,100000000,Sudipen,Mun,216,3348,2415,189,4247,736,4192,554,206,134,3967,3774,3529,125,2152,1345,4348,1635,4342,62,1015,1279,1422,2267,155,268,3244,4124,74,3258,1726,3141,3055
103320000,103300000,100000000,Tubao,Mun,303,5788,4229,288,7159,1085,7161,976,273,186,5780,5590,6883,214,4299,1938,6029,3900,8420,134,1248,3275,1799,4191,348,359,5587,8894,164,6153,2104,5110,3781
403401000,403400000,400000000,Alaminos,Mun,352,7007,7060,561,7089,1573,8281,808,314,326,7715,4817,9191,196,5718,4642,6780,5664,9653,180,1368,2778,1560,4176,224,387,6073,10549,168,7223,3326,6326,3890
403402000,403400000,400000000,Bay,Mun,512,8447,9065,470,10866,3334,13140,1408,464,621,10864,5669,13638,324,9194,6761,9564,7064,13753,392,1814,3799,3031,7940,455,493,8482,14578,294,8643,6899,8355,6302
403406000,403400000,400000000,Calauan,Mun,514,8288,7349,599,10365,2549,10893,1455,442,425,10802,6358,11893,258,7721,6014,9438,7068,13058,263,2184,3663,2781,5398,319,500,8153,13386,244,9217,5231,7665,5709
403407000,403400000,400000000,Cavinti,Mun,239,3593,3640,182,4144,871,4663,482,203,184,4008,2163,4866,115,2824,2127,3469,2767,5145,114,1111,1641,1143,2476,173,220,3622,5935,92,3665,2215,2731,2483
403403000,403400000,400000000,City of Bi?n,City,1084,17305,17021,1311,16955,5337,19277,2764,1018,1302,17723,11435,19957,587,16456,12528,15133,13757,20120,734,3829,8366,5371,12123,714,1143,16524,23419,742,15314,9148,13940,11523
403404000,403400000,400000000,City of Cabuyao,City,2348,43796,40862,2546,46875,15538,52295,8431,2245,2540,48251,30271,55185,1260,42521,29881,42608,33247,56444,1617,9780,18820,12538,30770,1637,2452,44882,61506,1552,42623,28116,41415,28856
403405000,403400000,400000000,City of Calamba,City,3594,66384,58934,3518,64932,23069,75628,12253,3090,3864,72604,43189,81025,1782,63826,44506,63542,45851,81298,2281,14223,24750,17670,44365,2517,3657,62524,89808,2414,61696,43603,53280,40880
403424000,403400000,400000000,City of San Pablo,City,2555,47606,46794,2768,46004,14139,56360,8025,1960,2713,49181,30447,61431,1334,42476,38618,44333,41536,62163,1506,11885,18919,14594,33042,1520,2709,46458,65476,1372,47549,23440,36368,28809
403425000,403400000,400000000,City of San Pedro,City,2438,44942,39557,3390,38660,19961,51379,7426,2622,3999,40251,28029,51103,1404,44171,35381,39187,34137,48918,2335,11255,16243,13169,34047,1925,3356,43458,55929,2256,39705,25725,37967,28019
403428000,403400000,400000000,City of Santa Rosa,City,2294,41796,37402,2371,39095,16563,44328,6388,2266,2798,40312,25752,48632,1285,38255,26635,36687,29996,50205,1578,8202,16645,10506,27026,1592,2526,39216,55998,1463,36467,21536,33641,24819
403408000,403400000,400000000,Famy,Mun,224,2591,2372,163,3358,559,3002,774,159,139,2893,1958,3039,147,2595,1943,2768,1743,3683,111,1047,1563,1260,1484,183,177,3162,3965,99,2347,1097,2547,1656
403409000,403400000,400000000,Kalayaan,Mun,292,4176,3408,319,4845,1119,5230,662,324,265,4865,3270,5089,165,3739,3218,4544,2973,5786,157,1368,1835,1344,2523,235,316,3800,6234,135,4119,2130,4215,2394
403410000,403400000,400000000,Liliw,Mun,428,7489,7567,383,7052,1725,9220,1297,364,369,6799,4749,9503,243,5996,5122,5977,6301,10073,235,1694,3322,2046,4848,281,433,7202,10803,196,6653,3606,6424,4496
403411000,403400000,400000000,Los Ba?s,Mun,887,18001,15074,1254,17726,9257,22736,3626,1105,1480,18212,10963,24173,595,20445,14386,17776,16781,22631,931,4370,6261,6008,14124,713,1273,18417,23891,718,17269,11640,15431,16145
403412000,403400000,400000000,Luisiana,Mun,164,4343,3847,233,4229,1265,5082,467,162,202,3621,2384,5797,107,3618,2500,3180,4858,5641,165,1111,1769,1051,2699,143,303,4128,6484,86,3949,3628,3123,2495
403413000,403400000,400000000,Lumban,Mun,312,6315,5427,382,7268,1367,7781,1059,220,382,7335,4334,8775,179,6556,4518,6079,4786,8594,156,2069,2945,2089,4112,248,551,6424,11940,189,6193,4081,5850,3985
403414000,403400000,400000000,Mabitac,Mun,229,3560,3098,265,4303,669,4505,806,164,205,4303,2489,5055,145,3184,2977,3807,2847,5404,98,1096,2076,1218,1978,189,233,3634,6272,95,3523,1935,3254,2299
403415000,403400000,400000000,Magdalena,Mun,285,4467,3648,261,4763,844,5504,532,299,206,4615,3390,5872,144,3605,3190,3842,3256,6369,127,1319,2083,1211,2580,185,281,3974,7098,150,4584,2446,3981,2432
403416000,403400000,400000000,Majayjay,Mun,111,3625,3341,163,3156,667,4108,426,155,140,2909,2010,4201,85,2824,2195,2461,2702,4412,111,797,1386,1044,2126,149,192,3308,5001,80,3261,1726,2894,1982
403417000,403400000,400000000,Nagcarlan,Mun,216,4225,4005,289,4391,893,5645,618,182,213,4596,2867,5863,148,3016,3119,3735,3624,6152,113,906,1869,1015,2632,133,265,4039,6659,101,4109,2470,3790,2506
403418000,403400000,400000000,Paete,Mun,291,5480,4570,307,6097,1763,6239,860,245,291,5325,3586,6983,186,5031,3841,4877,4039,6672,175,1621,2695,1678,3714,255,367,5271,8073,188,5131,2977,4638,3391
403419000,403400000,400000000,Pagsanjan,Mun,220,6283,4770,345,7366,1618,7963,1694,295,310,8986,4817,8740,149,7162,4665,7646,4380,8147,225,4029,2593,2559,3658,189,305,5585,9742,174,6555,3619,4890,4646
403420000,403400000,400000000,Pakil,Mun,217,3994,3295,245,4322,1068,4616,585,227,247,4201,2498,5360,153,3435,2707,3546,2946,5394,122,1336,1864,1185,2399,187,307,3741,6645,147,4008,2606,3390,2268
403421000,403400000,400000000,Pangil,Mun,203,3817,3556,243,4244,918,4593,595,159,210,3867,2448,4750,128,3691,2406,3621,2638,5020,118,1012,1725,1119,2338,139,225,3698,5872,110,3731,2271,3139,2139
403422000,403400000,400000000,Pila,Mun,472,9054,7354,436,9227,1846,11170,1149,347,392,9523,6174,11828,244,7644,5243,8069,6968,12309,241,2209,4083,2321,5457,273,389,8020,13604,227,9830,3691,7513,5147
403423000,403400000,400000000,Rizal,Mun,180,3518,3648,161,3731,865,4858,700,148,142,3865,2472,5478,83,3157,3113,3007,3128,5434,90,943,1507,1107,2243,80,181,3622,5401,71,3794,1820,2656,3537
403426000,403400000,400000000,Santa Cruz,Mun,813,20655,18029,1160,17473,4820,24491,2186,701,862,17110,13406,25047,422,18166,12024,16852,16219,24909,422,5278,9789,4946,13373,591,967,18539,28863,500,18708,9989,15876,10912
403427000,403400000,400000000,Santa Maria,Mun,261,4595,4039,223,5169,791,5855,868,197,192,4700,3000,6014,162,3908,2940,4262,3121,6311,145,1207,2582,1390,2696,246,268,4156,6906,153,4329,2264,5100,2580
403429000,403400000,400000000,Siniloan,Mun,505,7871,8162,605,7723,1731,8885,1336,341,398,7287,4764,9474,235,6269,5359,7110,5342,9715,267,2297,3770,2376,5047,326,494,7357,11676,226,7523,4029,6109,4532
403430000,403400000,400000000,Victoria,Mun,421,6351,5670,309,8153,1435,8694,1165,302,282,8016,4622,8285,225,5729,4207,6277,5618,9357,193,1508,2716,1727,3706,264,358,6333,10580,175,6186,4035,5682,3976
1003501000,1003500000,1000000000,Bacolod,Mun,329,4970,5258,225,5011,925,4903,644,175,233,5460,4221,5352,170,2212,1233,3557,2433,5266,113,686,1842,1822,3120,288,232,4512,6857,157,4608,2359,2853,4869
1003502000,1003500000,1000000000,Baloi,Mun,579,3890,4315,327,4329,738,4262,837,485,417,2891,2948,2982,388,2845,1319,2493,2674,4074,246,898,1983,1937,2784,578,505,4466,5018,300,4278,1251,2512,3759
1003503000,1003500000,1000000000,Baroy,Mun,144,2243,2568,114,2315,476,2337,269,114,158,2125,1641,2705,108,1240,609,1911,1307,2429,70,377,791,965,1964,130,132,2205,2873,50,2019,803,1444,2092
1030900000,1030900000,1000000000,City of Iligan,City,2824,48818,41874,2983,45333,12077,44378,6430,2648,2861,47979,35852,45416,1515,36156,19685,35172,34136,43370,1712,7542,17503,15840,31426,2546,2783,49048,55991,1650,43730,17169,29808,43570
1003505000,1003500000,1000000000,Kapatagan,Mun,504,3685,9359,330,9364,596,8710,495,202,288,8745,7906,8396,147,1995,715,3268,1888,9145,120,663,1538,1317,2429,236,191,7701,9748,173,7989,1379,7494,8097
1003507000,1003500000,1000000000,Kauswagan,Mun,236,3123,3944,159,3430,497,3190,480,139,175,3632,2465,3347,142,1756,1216,2601,2081,3162,86,517,1284,1198,2166,192,143,3484,4396,96,3122,972,2262,3172
1003508000,1003500000,1000000000,Kolambugan,Mun,104,1576,1675,77,1729,212,1497,166,65,68,1562,1101,1641,55,776,453,1115,927,1712,35,209,563,573,1039,106,84,1466,2019,62,1355,541,890,1372
1003509000,1003500000,1000000000,Lala,Mun,563,5730,6248,352,6111,865,5531,727,319,364,6009,4424,6334,274,2722,1125,4402,2898,6626,167,943,2329,2482,4166,383,286,5285,7696,264,4725,1883,4384,5010
1003510000,1003500000,1000000000,Linamon,Mun,140,2385,2065,94,2069,367,2128,235,96,109,2304,1645,2334,74,1329,805,1701,1315,2155,57,342,820,712,1476,112,119,2183,2893,103,2049,752,1303,2011
1003511000,1003500000,1000000000,Magsaysay,Mun,61,732,977,39,1104,149,789,119,65,84,925,568,1049,27,357,130,725,658,923,39,116,289,578,930,70,41,812,1059,36,989,355,593,1308
1003512000,1003500000,1000000000,Maigo,Mun,288,4278,3369,160,3374,482,3037,329,150,162,2848,2134,3850,148,2678,840,2386,1720,3165,106,611,1227,1184,2159,194,167,4167,4101,112,3739,981,1845,2664
1003514000,1003500000,1000000000,Munai,Mun,98,297,431,62,355,77,199,118,60,48,130,210,148,53,169,87,114,123,252,34,91,94,179,160,64,49,197,292,42,141,83,198,289
1003515000,1003500000,1000000000,Nunungan,Mun,223,693,1153,126,750,177,752,198,158,161,309,466,657,166,376,188,388,352,801,81,219,432,406,495,192,166,595,848,85,515,245,508,640
1003516000,1003500000,1000000000,Pantao Ragat,Mun,12,12936,12926,32,53,14,12748,130,7,14,46,9017,3302,12,65,44,47,12967,3637,10,68,12401,196,12266,10,12,12787,12849,31,11883,81,12476,10015
1003523000,1003500000,1000000000,Pantar,Mun,129,976,1231,78,1109,147,827,171,112,81,467,717,612,93,548,207,312,419,1176,47,171,335,491,659,124,115,934,1228,55,973,172,722,1126
1003517000,1003500000,1000000000,Poona Piagapo,Mun,11,52,70,9,55,13,54,21,7,11,20,37,33,11,23,8,25,37,55,5,10,32,20,30,5,4,43,75,8,44,6,34,42
1003518000,1003500000,1000000000,Salvador,Mun,167,1403,3002,116,3656,154,1252,245,102,107,1965,1168,2618,82,537,202,809,520,1591,43,201,479,915,885,114,68,2046,2720,50,872,371,939,1985
1003519000,1003500000,1000000000,Sapad,Mun,181,1916,2177,122,2222,253,1196,244,116,125,1994,1734,1841,91,625,202,1144,629,2109,68,302,477,1313,1498,160,127,1131,2336,107,1060,354,1599,1792
1003506000,1003500000,1000000000,Sultan Naga Dimaporo,Mun,129,3958,5005,97,4219,130,1275,285,38,93,3867,4311,4244,36,490,649,555,435,4494,38,223,320,1404,864,53,35,3652,4922,58,4117,255,4125,4808
1003520000,1003500000,1000000000,Tagoloan,Mun,62,258,336,32,344,60,260,53,52,35,148,228,171,44,206,88,169,154,381,26,66,123,178,179,64,59,278,332,31,261,71,180,254
1003521000,1003500000,1000000000,Tangcal,Mun,8,32,72,7,28,6,31,11,6,9,16,26,31,4,23,9,13,42,155,2,6,13,18,61,4,1,28,67,1,7,3,12,79
1003522000,1003500000,1000000000,Tubod,Mun,278,4388,4836,216,4484,621,3772,420,165,200,4388,3211,4724,161,2270,898,2934,2022,4989,129,655,1530,1667,3284,251,209,3762,5233,174,3323,1498,3120,4102
1903601000,1903600000,1900000000,Bacolod-Kalawi,Mun,5,148,141,6,138,3,132,51,3,1,184,102,55,2,14,6,12,10,127,3,6,12,13,36,2,3,100,123,2,142,20,118,119
1903602000,1903600000,1900000000,Balabagan,Mun,359,2135,2170,263,2562,375,1985,1020,270,261,1692,1604,1985,368,1345,642,1789,1205,2013,266,590,1345,955,1431,506,411,2015,2366,205,1696,801,1783,1650
1903603000,1903600000,1900000000,Balindong,Mun,746,4877,5149,476,5292,995,4700,1697,648,434,2113,3499,2306,555,3676,1510,2380,3096,4402,284,1106,2576,1736,3283,556,582,5032,4975,261,5040,881,3422,5775
1903605000,1903600000,1900000000,Binidayan,Mun,89,414,524,47,401,83,388,125,59,35,133,229,171,51,278,106,197,292,380,32,109,256,139,277,68,62,425,460,34,376,61,327,362
1903633000,1903600000,1900000000,Buadiposo-Buntong,Mun,46,136,221,5,182,30,119,57,13,34,64,117,94,21,69,35,85,97,198,9,33,94,73,124,17,19,131,257,16,241,23,103,134
1903617000,1903600000,1900000000,City of Marawi,City,132,1592,1677,107,1202,212,1231,391,78,81,660,731,662,101,1097,390,466,849,1624,68,208,630,428,904,112,151,1514,1768,53,1674,178,1097,1466
1903639000,1903600000,1900000000,Kapatagan,Mun,2488,2816,4027,200,2518,521,1824,2627,122,122,398,1203,1588,131,1264,646,607,2085,1484,105,321,1921,1361,1025,131,140,1646,3598,174,2455,1187,1468,2608
1903634000,1903600000,1900000000,Maguing,Mun,4,40,35,3,35,4,18,8,2,2,13,11,9,6,22,4,12,25,39,5,9,20,14,28,3,30,37,57,2,68,11,39,28
1903615000,1903600000,1900000000,Malabang,Mun,1295,2998,3556,227,3299,529,2648,1873,192,143,1337,1894,1720,168,1865,972,1328,1728,2056,106,520,1136,781,1650,165,149,3064,4037,136,3658,427,2164,3739
1903616000,1903600000,1900000000,Marantao,Mun,40,433,454,28,408,82,417,134,30,28,170,193,150,39,333,116,148,277,436,25,86,190,141,261,27,40,459,559,32,548,77,306,374
1903625000,1903600000,1900000000,Saguiaran,Mun,108,1449,1781,80,1293,208,1276,333,112,91,508,784,711,119,995,355,541,958,1445,65,209,665,471,852,137,214,1699,1832,56,1740,197,988,1379
1903626000,1903600000,1900000000,Tamparan,Mun,10,93,78,5,77,9,63,26,5,2,29,50,52,11,47,16,33,36,98,6,22,29,27,50,5,4,81,97,6,57,12,57,59
1903630000,1903600000,1900000000,Wao,Mun,832,8398,7777,557,8986,1127,8274,1478,575,540,7032,6598,7227,496,4891,1967,6921,5141,7980,379,1987,3178,2967,5814,656,599,7174,10198,376,7794,2855,5725,15620
803701000,803700000,800000000,Abuyog,Mun,711,7419,7575,528,9498,1038,5876,1576,374,389,6957,5403,7840,264,5189,3353,4821,4613,6507,182,955,2524,2046,3860,492,316,6679,7024,199,4534,1833,6555,5020
803702000,803700000,800000000,Alangalang,Mun,679,7513,7063,448,10853,1737,7852,1303,481,416,7120,4819,8803,477,4245,3079,6833,4154,9395,354,1420,2791,2593,5134,618,440,6611,9854,218,6656,2354,5574,3924
803703000,803700000,800000000,Albuera,Mun,654,6030,6683,385,6854,1158,6567,961,412,541,3825,4151,6114,403,3156,1557,3613,3674,7020,244,967,2474,2517,4972,471,352,5541,7171,272,3681,2019,5918,3790
803705000,803700000,800000000,Babatngon,Mun,405,3939,3885,370,4696,771,4193,768,285,232,3851,2441,4313,248,2062,1231,3232,2147,4740,148,572,1469,1444,2394,485,229,3386,5590,147,2772,1041,3151,2045
803706000,803700000,800000000,Barugo,Mun,513,4755,4168,365,6626,1025,5575,797,347,293,4609,2933,5904,288,2729,2315,4357,2854,5852,151,891,1906,1760,3146,652,274,4533,6433,171,4290,1277,3582,2616
803707000,803700000,800000000,Bato,Mun,527,4680,6528,362,4972,640,5512,899,368,416,2514,2818,4835,467,3169,1410,2506,3175,4821,193,736,2859,1974,5073,284,253,4576,5383,232,3279,1160,3955,3067
803710000,803700000,800000000,Burauen,Mun,834,6813,5182,583,10448,1334,7568,1386,707,514,6286,3947,7359,773,3770,2239,6038,3488,7172,334,1402,2636,3078,4536,497,385,6614,8118,341,6217,2107,6006,4217
803713000,803700000,800000000,Calubian,Mun,501,3539,4228,404,4062,602,4016,885,254,278,2532,2670,3196,376,2265,1201,2629,1858,4337,185,606,1620,1247,2795,286,311,2981,4161,163,2365,1332,3484,2015
803714000,803700000,800000000,Capoocan,Mun,307,2137,1752,196,2706,533,2282,465,159,158,1829,1215,2204,185,1054,709,1733,1092,2557,74,324,825,846,1246,174,126,1931,2600,88,1522,700,1726,1193
803715000,803700000,800000000,Carigara,Mun,605,7622,6301,384,8592,2420,8178,1410,427,399,6683,3981,8711,385,3836,2894,6546,4620,8990,377,1227,3411,2635,5171,598,481,7735,9856,302,6081,1777,5856,4131
803708000,803700000,800000000,City of Baybay,City,706,9797,10524,610,8785,1354,11082,1446,413,508,4482,6074,9684,449,6715,2343,5447,6858,10513,308,2443,4187,4289,8234,406,463,8475,10469,319,8233,1809,8639,4615
831600000,831600000,800000000,City of Tacloban,City,1275,21347,20381,1535,23119,6939,23539,3772,1318,1661,19069,14084,27342,1139,13547,10140,17341,14819,24406,960,3641,7417,7565,13873,1139,1136,19218,30542,1068,17948,8400,16777,13810
803717000,803700000,800000000,Dagami,Mun,480,4346,3820,330,6765,990,5175,1067,562,650,5077,2782,5789,548,2816,1965,4789,2670,6161,386,907,1912,2649,3043,394,272,4672,6165,361,4676,1512,4439,3453
803718000,803700000,800000000,Dulag,Mun,545,4915,4401,372,8873,1191,5833,924,373,297,4753,3355,6128,343,3128,2139,5145,4097,6294,186,923,2156,2001,3249,455,340,4729,7137,192,4314,1607,4759,3079
