adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,alcantara_samson,angara_sonny,aquino_bam,belgica_greco,binay_nancy,casino_teddy,cayetano_alanpeter,cojuangco_tingting,david_lito,delosreyes_jc,ejercito_jv,enrile_juanponce_jr,escudero_chiz,falcone_bal,gordon_dick,hagedorn_ed,honasan_gringo,hontiveros_risa,legarda_loren,llasos_marwil,maceda_manong_ernie,madrigal_jamby,magsaysay_mitos,magsaysay_ramon_jr,montano_mon,penson_ricardo,pimentel_koko,poe_grace,seneres_christian,trillanes_antonio_iv,villanueva_eddie,villar_cynthia,zubiri_migz
600412000,600400000,600000000,Malay,Mun,476,7732,9526,338,8818,3131,7639,1709,444,897,9052,4530,9419,252,5447,4953,6064,6243,11113,189,1594,2713,2278,5416,332,517,7540,11790,352,5993,2579,7345,4459
600413000,600400000,600000000,Malinao,Mun,312,4744,4580,179,4511,4367,5172,1043,237,225,3074,2107,5665,147,2651,2128,3130,3809,5699,137,907,1328,1822,3714,234,517,4673,5842,152,4198,1306,3946,2703
600414000,600400000,600000000,Nabas,Mun,391,4989,5372,258,7964,1258,5858,888,399,393,5986,2961,6560,176,3252,3012,4232,3977,7735,144,1095,2026,2515,3711,351,315,4740,7096,176,4438,1695,4578,3646
600415000,600400000,600000000,New Washington,Mun,528,7841,8138,422,9467,4130,9669,2818,414,504,8135,4134,9629,274,5824,4363,7063,6414,10506,204,2621,2762,3709,5519,352,379,7297,10942,224,7132,2670,7451,5233
600416000,600400000,600000000,Numancia,Mun,306,7438,6985,301,7269,6216,8036,1787,344,360,5898,3751,8402,192,6092,3760,5245,6071,9368,214,1809,2140,2733,5215,243,697,6751,9294,191,6740,2679,6231,4498
600417000,600400000,600000000,Tangalan,Mun,138,2491,2476,95,2389,1590,2718,334,138,119,1738,1147,3111,85,1161,1347,1340,4935,3469,55,342,757,737,1812,124,144,2146,3497,255,2141,809,2259,1352
500501000,500500000,500000000,Bacacay,Mun,979,11538,11857,3341,14008,2774,14082,2350,841,696,7527,6540,16312,596,8766,4598,11176,10523,12802,803,2228,5963,4642,8733,746,791,9898,13169,466,10457,3638,9103,8564
500502000,500500000,500000000,Camalig,Mun,1060,12690,10904,849,11142,3389,15023,1790,679,495,6203,7335,16283,512,7877,3804,9121,8058,12232,1068,1662,4604,3233,7635,646,696,9495,13895,399,10109,3895,9763,8751
500506000,500500000,500000000,City of Legazpi,City,2480,42757,35916,2820,31957,10445,46143,4554,1818,2338,22558,21446,53258,1512,25802,17054,32960,27364,35836,5406,5320,15301,9615,24802,1729,2393,31166,45245,1248,37433,10709,27371,28495
500508000,500500000,500000000,City of Ligao,City,1322,17032,17202,1096,12505,2896,19683,1310,1471,727,8146,8128,22776,715,8504,5370,12480,13311,19251,872,1638,13057,4290,11137,805,857,13210,20659,481,19731,5692,11200,8069
500517000,500500000,500000000,City of Tabaco,City,652,8978,10558,790,13978,2248,10716,3846,476,529,7893,5441,13539,363,7404,5227,10698,7859,11124,553,2390,4527,4945,6628,446,682,8211,12138,272,9125,3091,7776,6360
500503000,500500000,500000000,Daraga,Mun,1451,24076,20216,1690,19488,5987,27738,3940,1031,1103,12989,13410,32123,767,17215,9859,18375,16351,20378,7172,3357,8767,6226,14463,1087,1257,19073,27574,696,21197,7376,16060,17293
500504000,500500000,500000000,Guinobatan,Mun,1192,14700,12852,951,11740,3450,16741,1886,726,963,7827,8209,18699,668,9061,5393,11489,10373,14816,967,1965,6967,3958,8762,939,1042,10489,16158,487,12546,4105,10816,9417
500505000,500500000,500000000,Jovellar,Mun,54,284,200,45,255,87,322,54,36,11,129,147,420,24,129,48,204,115,299,14,41,125,89,129,25,26,146,249,24,163,101,215,195
500507000,500500000,500000000,Libon,Mun,1593,7123,6456,596,7251,1627,9121,661,491,439,3984,4498,10956,432,4316,1994,7203,5457,8637,436,874,3570,1880,4117,437,515,5646,9764,263,7362,2350,5662,11011
500509000,500500000,500000000,Malilipot,Mun,529,7395,7170,624,9556,1887,8598,1484,468,359,5240,4518,10705,369,5098,2909,6290,5854,8569,431,1216,3667,3146,4627,473,574,6461,8491,238,6183,1926,6333,5016
500510000,500500000,500000000,Malinao,Mun,462,5204,5331,683,10530,1184,6318,2112,357,302,4657,3218,8334,288,4869,2516,6372,3905,6890,302,1483,2670,3100,3759,400,364,4854,7001,167,5293,2170,4795,4422
500511000,500500000,500000000,Manito,Mun,272,2836,2639,224,3282,891,4369,713,177,165,2047,2109,5228,177,2016,915,3020,1993,3828,189,471,1542,1297,1931,214,210,2279,3741,114,3004,1428,2863,2660
500512000,500500000,500000000,Oas,Mun,891,8753,8220,687,8583,1691,10092,797,480,493,4744,4737,12887,495,4937,2917,8172,5920,10167,517,1231,4788,2683,5533,519,544,6591,10464,309,9401,2729,5846,6013
500513000,500500000,500000000,Pio Duran,Mun,927,6167,6195,513,6386,1177,7494,782,449,438,4031,3785,9056,413,4477,2537,5266,4459,7712,430,914,3123,2476,3508,708,537,4843,7654,237,5261,2297,5512,3943
500514000,500500000,500000000,Polangui,Mun,358,4077,3541,261,3068,794,4652,339,218,196,2435,2330,5174,162,2371,1242,3623,2931,3999,190,453,1784,940,2161,214,238,2836,4675,132,4049,1312,2590,2768
500515000,500500000,500000000,Rapu-Rapu,Mun,199,2058,1890,168,2445,276,2240,471,153,139,1128,1558,2414,100,1304,611,1690,1321,2043,133,427,991,678,1377,194,163,1624,2197,73,1501,555,1805,1515
500516000,500500000,500000000,Santo Domingo,Mun,355,5338,4720,361,5930,1942,6109,931,266,311,2958,2680,7328,219,3849,2499,4518,4111,5240,513,752,2653,1552,3421,271,349,4210,5980,157,4554,1588,3876,3873
500518000,500500000,500000000,Tiwi,Mun,764,7053,7931,560,12669,1532,12652,2073,619,452,5776,4501,11648,414,6188,3548,8160,5607,10444,497,1904,3468,3735,5454,546,719,8392,10519,249,6818,3238,6950,5473
600601000,600600000,600000000,Anini-Y,Mun,81,889,962,59,1493,533,999,223,84,55,882,649,1229,33,878,1404,614,530,1521,29,186,394,446,824,52,55,787,1074,31,849,402,980,1066
600602000,600600000,600000000,Barbaza,Mun,12,102,109,13,157,9,125,30,14,5,116,72,156,9,90,147,143,59,171,5,21,55,50,65,15,5,95,137,3,179,66,74,93
600603000,600600000,600000000,Belison,Mun,50,752,1038,41,2030,196,920,465,35,31,1481,914,1251,19,1150,1100,1087,1000,1328,8,717,303,977,879,37,42,656,1148,21,1210,437,1029,1641
600604000,600600000,600000000,Bugasong,Mun,284,1823,1971,158,3172,282,1895,459,215,154,1667,1292,2136,172,1455,1635,1252,786,2738,82,392,676,995,1499,214,160,1598,1895,89,1486,694,1671,1544
600605000,600600000,600000000,Caluya,Mun,348,2308,4548,213,3592,340,4204,610,257,255,2909,2084,3135,173,2098,2531,3542,1607,4794,89,646,1231,1235,3413,286,204,2638,4097,97,3358,1133,2419,2197
600606000,600600000,600000000,Culasi,Mun,677,5399,5903,638,7232,1020,5765,1283,512,485,5347,4393,5998,374,3820,4231,6029,3183,8234,245,1107,2236,2394,3802,497,567,4435,7226,222,5225,2196,4214,3398
600608000,600600000,600000000,Hamtic,Mun,706,6365,6583,421,10831,908,6757,2132,463,442,7529,5584,7807,367,5683,6976,5533,3917,10213,220,2148,3016,4194,5946,660,601,6004,8159,277,4976,2652,6645,8236
600609000,600600000,600000000,Laua-An,Mun,200,1417,1559,136,2383,212,1577,253,130,89,1626,1056,1739,67,1110,1610,1296,766,2199,49,239,563,608,1050,109,107,1097,1876,67,1481,727,2027,1135
600610000,600600000,600000000,Libertad,Mun,186,1772,2453,134,3693,321,2054,638,145,122,2288,1366,2622,127,1443,3479,1857,1090,2929,76,443,786,924,1657,475,153,1452,2737,67,2163,678,1673,1610
600611000,600600000,600000000,Pandan,Mun,428,4913,5495,276,7082,770,5363,1039,360,314,5111,3593,6076,207,3513,4812,3751,2925,9523,169,856,1892,2118,3789,693,302,3916,6244,202,4915,1381,4418,3848
600612000,600600000,600000000,Patnongon,Mun,400,3343,3902,363,5010,705,4182,709,282,218,3561,2383,4761,162,3291,4420,2508,2038,5865,112,803,1479,1997,3192,274,313,3211,4143,161,4251,1948,3927,3870
600613000,600600000,600000000,San Jose,Mun,638,8752,8869,464,11618,1724,10018,1680,576,667,8260,5657,10844,308,6802,11396,6793,7252,14425,317,1573,3754,3470,7423,528,707,8493,11511,375,8351,3956,9573,10139
600614000,600600000,600000000,San Remigio,Mun,640,2875,3257,391,4505,756,2727,1065,394,290,2521,2203,2947,280,2419,5026,2125,1444,4592,166,741,1133,1517,2601,478,366,2302,2640,180,2114,2085,2434,2888
600615000,600600000,600000000,Sebaste,Mun,150,1166,1297,127,2179,243,1330,241,128,187,1316,793,1498,91,727,1141,1369,684,2257,39,233,452,539,918,125,115,998,1525,49,1559,390,898,814
600616000,600600000,600000000,Sibalom,Mun,395,4741,4927,206,5681,616,4704,1227,259,211,4080,3219,5084,199,3407,4529,3325,2820,6741,146,968,1861,1855,3769,344,324,3757,4860,162,4057,2315,4161,3788
600617000,600600000,600000000,Tibiao,Mun,357,3224,3238,251,4407,460,3406,662,272,164,3018,1989,3675,197,2336,3456,2863,1640,5156,89,589,1199,1356,2217,312,311,2480,3808,118,3630,1336,2453,2016
600607000,600600000,600000000,Tobias Fornier,Mun,315,3294,3313,186,4652,482,3616,942,222,438,2623,2335,3836,156,2407,3245,2188,1941,5263,92,728,1542,1645,2927,262,271,3052,3579,99,2404,1595,3032,3066
600618000,600600000,600000000,Valderrama,Mun,429,1959,2049,241,4751,354,2126,1644,299,314,3315,1976,2392,240,2508,2502,2397,982,2974,159,1366,1053,2429,1842,399,264,2529,2338,133,1675,777,1772,3014
1408101000,1408100000,1400000000,Calanasan,Mun,380,3740,3340,176,4318,275,3959,312,244,133,1897,4142,3680,114,1263,297,1706,1899,4210,60,482,815,838,2449,268,206,1622,4021,94,1595,926,4246,3079
1408102000,1408100000,1400000000,Conner,Mun,103,1277,984,94,1682,507,1200,177,99,68,1342,1592,1197,50,605,318,1439,350,1675,34,281,439,434,658,159,98,835,1760,41,1124,770,1265,695
1408103000,1408100000,1400000000,Flora,Mun,200,2146,1314,114,3179,258,1893,271,109,106,2039,2569,2064,93,1317,542,2345,491,2731,75,590,656,561,951,160,164,1318,2341,75,1501,972,2015,980
1408104000,1408100000,1400000000,Kabugao,Mun,373,2587,1697,336,4098,461,2350,634,422,290,2365,3231,2089,310,1483,716,3280,744,2672,206,839,1038,1290,1585,735,474,2148,2370,234,2217,1585,1710,1601
1408105000,1408100000,1400000000,Luna,Mun,286,3572,2004,312,4235,383,3263,378,139,99,3269,3838,3513,118,2393,951,3410,952,4475,67,672,1131,862,1543,177,316,2175,4616,81,2698,1840,3314,1908
1408106000,1408100000,1400000000,Pudtol,Mun,332,2909,1516,185,3078,341,2190,357,218,135,2141,2632,2363,117,1155,485,2327,644,3008,75,595,795,721,1137,298,204,1501,2773,91,1719,941,2055,1345
1408107000,1408100000,1400000000,Santa Marcela,Mun,168,2469,1853,131,3064,247,2418,226,123,71,2435,2874,2105,87,1472,517,2250,632,3029,50,400,654,512,939,136,133,1288,3025,34,1709,1254,2367,1179
307701000,307700000,300000000,Baler,Mun,301,12268,4050,512,5011,1284,5686,476,195,292,5064,3525,5894,141,4813,3611,5760,4063,6790,141,798,1907,1170,2770,171,604,4877,7573,181,5149,2996,4930,2640
307702000,307700000,300000000,Casiguran,Mun,243,6338,1909,206,3155,512,2842,360,134,112,2295,1577,3055,87,1987,1252,2624,1200,3558,73,458,787,652,1190,185,163,1785,3415,94,2190,1363,2533,1123
307704000,307700000,300000000,Dinalungan,Mun,6,184,50,5,128,34,122,17,4,5,57,71,98,1,43,60,112,72,155,2,13,35,20,71,4,2,88,109,3,44,47,185,29
307705000,307700000,300000000,Dingalan,Mun,148,3128,1466,97,1921,248,2026,140,62,60,1775,1308,1640,48,1546,743,2009,1066,2287,40,185,733,396,870,72,94,1127,2610,55,2126,673,1727,620
307706000,307700000,300000000,Dipaculao,Mun,339,9067,3504,322,7432,932,5639,673,214,322,5819,4028,4620,111,4250,2222,5458,2306,6684,134,1118,1886,1361,2659,296,319,3880,7410,116,4300,2844,4884,2356
307707000,307700000,300000000,Maria Aurora,Mun,417,12747,5452,894,7263,1545,8380,851,431,322,6840,5624,7240,218,5783,3516,6955,3756,9417,190,1336,2822,1773,4417,326,575,6264,9965,231,7436,4816,8056,2957
307708000,307700000,300000000,San Luis,Mun,227,4979,1961,266,3026,599,3262,309,179,75,2417,1699,2982,72,1948,1557,2274,2309,3571,43,358,1201,489,1353,111,184,2370,3827,74,2875,1516,3734,1049
1900709000,1900700000,1900000000,Al-Barka,Mun,90,1008,1267,45,547,223,487,208,77,93,201,608,348,81,255,105,267,193,883,41,90,238,202,223,103,56,387,876,33,411,109,368,460
990101000,990100000,900000000,City of Isabela,City,458,5722,5881,231,5841,1152,5350,1994,359,335,4823,3312,5696,214,3213,2130,3359,3574,5746,157,773,2715,2503,3562,776,267,4977,7192,236,4796,971,4394,3126
1900702000,1900700000,1900000000,City of Lamitan,City,511,5967,5353,444,6299,681,5286,2078,343,355,4135,3950,4761,301,3814,1714,3254,2882,5314,254,693,2519,1566,2949,554,340,4074,6466,215,5220,890,4776,2812
1900710000,1900700000,1900000000,Hadji Mohammad Ajul,Mun,148,2313,2288,87,505,67,1649,146,44,72,324,550,1567,51,224,186,334,1390,2042,47,58,1475,157,1377,153,42,1403,1764,39,1508,83,1802,514
1900712000,1900700000,1900000000,Hadji Muhtamad,Mun,16,54,82,4,78,13,42,65,6,8,27,19,64,3,15,20,21,23,107,1,6,17,14,21,6,5,35,83,3,40,8,40,24
1900703000,1900700000,1900000000,Lantawan,Mun,108,1357,1518,102,2290,152,1044,852,77,116,1092,1259,1266,130,812,511,714,660,1634,70,201,588,489,531,176,87,864,1934,73,1055,281,1001,980
1900704000,1900700000,1900000000,Maluso,Mun,21,164,202,16,272,27,123,69,23,17,150,90,111,19,70,86,79,65,161,12,21,62,56,70,26,14,107,129,16,128,26,85,86
1900705000,1900700000,1900000000,Sumisip,Mun,116,1639,2340,232,730,180,866,176,44,58,418,371,1240,84,483,307,286,847,1328,57,97,852,218,1002,101,66,878,1350,74,1050,172,896,611
1900713000,1900700000,1900000000,Tabuan-Lasa,Mun,116,1742,2290,89,1079,322,1114,595,119,70,386,1405,942,83,272,416,349,656,796,48,100,265,238,277,104,97,666,1416,66,834,149,1116,1266
1900711000,1900700000,1900000000,Ungkaya Pukan,Mun,83,800,882,64,1132,118,501,449,59,63,645,512,587,57,266,210,290,240,690,38,67,280,158,257,73,38,424,1057,41,589,166,1158,655
300801000,300800000,300000000,Abucay,Mun,444,8823,8156,386,9950,1611,10629,1625,466,418,8460,4845,11051,177,7916,5027,7208,5933,11539,240,1332,3880,3417,7359,251,391,8202,13190,357,8363,3962,9009,5133
300802000,300800000,300000000,Bagac,Mun,407,7457,7177,324,7393,1539,8223,1110,417,430,6787,5020,8747,186,6681,3621,5301,4411,8985,174,1064,2626,1996,4918,236,357,6409,9896,174,5512,2437,6381,3999
300803000,300800000,300000000,City of Balanga,City,873,23507,21992,946,24692,3989,19093,2739,992,1221,24075,16564,24888,553,22204,10905,15825,11476,26444,542,3487,6847,6685,20854,585,965,20716,27546,542,14661,9459,21202,16414
300804000,300800000,300000000,Dinalupihan,Mun,926,21719,20193,824,21337,2957,21054,2374,789,1003,21485,14123,23880,429,19827,7838,13995,10145,24329,460,2503,6207,10137,12143,598,819,19145,24979,433,16018,6887,19851,13379
300805000,300800000,300000000,Hermosa,Mun,777,13579,11863,837,15129,2362,13892,2084,849,783,13754,8389,15403,390,14799,6856,12009,7482,16805,380,2067,5213,7404,10376,548,843,11449,18594,467,11352,6185,14511,8244
300806000,300800000,300000000,Limay,Mun,1107,15109,15366,834,16189,2404,16443,3559,1547,940,15920,11120,18589,547,16023,8675,13734,10139,17739,450,2687,5830,6143,12390,743,928,13993,21237,423,12872,5686,14642,10558
300807000,300800000,300000000,Mariveles,Mun,1317,30047,27026,1249,25756,4166,26411,3450,1202,1243,25192,19334,30506,607,24863,15098,19773,15756,31997,646,4349,8904,7491,19070,836,1237,20081,37210,652,21651,10374,23417,16261
300808000,300800000,300000000,Morong,Mun,354,6723,6531,259,6968,1010,7371,690,304,285,6227,4139,6744,143,5612,2452,4866,3958,8088,127,918,2636,3293,4475,261,275,5719,9418,144,5490,2201,6546,3037
300809000,300800000,300000000,Orani,Mun,559,13952,12243,626,16240,2736,16205,2253,621,784,16205,9334,17043,400,14406,9026,12155,8790,18686,398,2144,5581,5050,9076,414,574,12086,22025,357,12724,7064,18779,9017
300810000,300800000,300000000,Orion,Mun,677,12613,13885,604,15630,3480,14401,1555,771,704,13472,8583,14310,351,13402,8887,10366,7845,16022,738,1892,4631,3826,9924,405,585,10095,19782,910,11369,4604,11994,8030
300811000,300800000,300000000,Pilar,Mun,469,8609,8338,502,10362,1408,9448,1114,399,458,9206,5717,10507,234,7963,4361,6486,4630,10336,192,1204,2776,2366,5760,266,414,7804,11105,223,6046,3453,8392,5742
300812000,300800000,300000000,Samal,Mun,401,7293,7012,367,8344,1724,8275,1736,489,516,7745,4647,9356,244,8054,4854,6182,5047,9419,270,1240,3009,2990,5903,253,366,6433,10979,283,6717,3029,8233,4867
200901000,200900000,200000000,Basco,Mun,93,1642,1580,70,1565,249,1914,410,89,92,1199,1261,2106,64,1259,506,1357,1147,2126,45,455,926,635,1365,111,123,1547,1843,40,1302,565,1171,1070
200902000,200900000,200000000,Itbayat,Mun,31,417,544,28,464,62,534,117,33,25,207,374,535,24,286,97,382,266,568,12,114,279,221,435,49,38,446,407,16,322,198,316,240
401001000,401000000,400000000,Agoncillo,Mun,337,6196,6302,321,6017,1047,6737,998,258,270,5121,4066,7336,140,4316,3101,4579,5434,7650,127,1736,3350,1694,4723,167,268,5404,7992,144,5387,2959,4382,3230
401002000,401000000,400000000,Alitagtag,Mun,204,4363,4281,220,4941,1029,5054,491,188,190,3809,2990,5850,186,3187,2543,3298,4489,5713,138,733,2108,909,3207,118,226,4166,6524,146,4271,2091,3303,2424
401003000,401000000,400000000,Balayan,Mun,609,15049,13661,1128,19333,3101,16669,2666,678,940,12570,9877,17707,419,11388,8416,12259,11517,18400,458,2665,6898,4413,9903,656,609,13280,21547,431,13211,7621,11252,8556
401004000,401000000,400000000,Balete,Mun,95,1960,2139,82,2221,329,2393,255,104,74,2011,1554,2575,65,1207,1426,1762,1820,3190,37,305,1129,419,1289,98,100,1812,3432,45,1953,1283,1889,1267
401005000,401000000,400000000,Batangas City,City,2390,51541,56596,3081,51931,14583,63777,5615,2263,2715,44274,36729,64069,1066,43629,35621,41514,41493,60767,1519,9205,23083,11153,34846,1562,2105,47991,75039,1566,52825,26454,39601,25679
401006000,401000000,400000000,Bauan,Mun,670,14225,15013,811,20426,3413,17733,1679,612,723,12091,9699,19103,283,11105,9345,10994,12613,17808,387,2688,7314,3431,10239,607,661,13708,22480,463,14232,7907,11087,7753
401008000,401000000,400000000,Calatagan,Mun,408,8277,8159,449,9632,1562,9769,806,320,450,6953,4902,9830,231,4819,4018,6568,7381,10017,186,1215,4623,1991,5153,370,302,6272,11432,245,7358,3237,6168,11019
401007000,401000000,400000000,City of Calaca,City,613,11626,12428,651,13141,4242,13687,1610,646,761,9510,8097,13661,400,7585,5478,8861,8971,14515,390,2299,6072,3636,8151,550,620,10507,16600,360,10344,5624,8575,6625
401014000,401000000,400000000,City of Lipa,City,1906,46642,52473,2437,39381,12810,53378,4695,2133,2435,38313,31433,54511,1084,35473,30942,38274,36303,53945,1442,7841,21424,9766,31555,1758,1783,42683,62665,1625,46021,17117,35228,24304
401028000,401000000,400000000,City of Sto. Tomas,City,1158,23809,24362,1356,22644,8911,28469,2804,1417,1451,22517,16339,29739,699,19912,15451,21421,19352,30308,935,4540,9995,6030,16761,900,1181,22722,33264,750,23856,13338,21191,14249
401031000,401000000,400000000,City of Tanauan,City,1481,26581,26009,1493,25491,7081,30320,4053,1345,1383,23798,18518,32357,793,21169,16535,23464,20614,32972,937,4386,11034,6393,18159,887,1331,24312,36420,756,24457,18577,21770,14778
401009000,401000000,400000000,Cuenca,Mun,265,6291,6280,368,6416,2169,7510,632,284,390,4494,3762,7929,137,5024,4246,4974,5837,7396,206,1028,2553,1408,4947,334,276,5779,8515,205,6076,3045,5371,3192
401010000,401000000,400000000,Ibaan,Mun,494,8800,10805,446,10643,2867,10925,716,295,401,6483,6077,11833,213,7682,5179,6298,8241,11208,206,1744,3845,1970,6498,256,421,8312,14049,236,8407,5070,6625,5460
401011000,401000000,400000000,Laurel,Mun,269,5357,5708,415,6609,965,7515,603,402,339,5558,4823,7196,165,3274,3190,5913,4287,8013,221,879,2527,1529,3338,244,262,5129,8110,254,5715,3689,5060,3142
401012000,401000000,400000000,Lemery,Mun,618,14626,15280,1074,15705,3648,16695,1976,508,541,12540,8804,17374,375,9842,6838,10441,11358,18733,256,3315,8035,4658,11058,499,603,12314,20841,343,14088,6159,11313,7526
401013000,401000000,400000000,Lian,Mun,376,8382,8722,469,8261,2109,9725,1220,458,862,7445,5370,10328,283,5724,5152,6713,6389,10270,289,1649,3881,2294,5595,445,434,7554,12356,229,7821,3493,7034,4800
401015000,401000000,400000000,Lobo,Mun,394,6147,5618,285,8899,1006,6568,601,282,284,5160,3722,7054,146,3585,2917,4837,3835,7283,156,1257,2318,1509,3473,199,242,4778,8381,138,5509,2594,4673,2974
401016000,401000000,400000000,Mabini,Mun,397,6908,7427,397,7654,1549,8030,1089,338,374,5729,4235,9268,173,5196,3697,5746,6136,8741,227,1182,3228,1957,4722,221,314,6007,9634,220,7006,3948,4794,3965
401017000,401000000,400000000,Malvar,Mun,291,6922,7550,379,7265,1826,8431,973,343,452,6452,4661,8920,162,5813,4314,5595,5527,9278,240,1091,3035,1743,5491,205,349,6250,9825,237,6881,3513,6319,4113
401018000,401000000,400000000,Mataasnakahoy,Mun,234,5534,5698,226,6323,1166,6336,745,299,280,5221,4069,6878,158,4586,3789,5743,4449,6782,186,1123,2044,1493,3352,196,268,4809,8211,211,5232,4019,4942,3284
401019000,401000000,400000000,Nasugbu,Mun,823,20921,18547,1004,18442,4554,21511,1998,830,860,17579,12891,22685,513,14771,11753,15278,15082,20915,472,3419,8653,4872,13199,949,860,16304,27240,532,18209,7106,15015,10169
401020000,401000000,400000000,Padre Garcia,Mun,534,8712,9755,449,8766,3127,9922,716,370,363,6899,5918,11222,190,6687,4829,9371,6880,10836,226,1056,3867,1767,5522,258,345,7841,12268,230,8777,3105,7108,4573
401021000,401000000,400000000,Rosario,Mun,997,22007,21226,932,27057,4890,25487,2031,770,661,18461,14499,27475,513,15696,11590,20991,15747,26650,471,3040,9458,4355,12390,737,792,20389,30822,480,25319,9091,17796,10671
401022000,401000000,400000000,San Jose,Mun,628,12439,13317,717,11605,3056,14609,1119,513,510,9181,8269,15868,298,9864,8077,10824,10296,15405,376,1823,4958,2497,7833,389,551,10690,19214,366,12805,5217,9206,6089
401023000,401000000,400000000,San Juan,Mun,1079,15988,16558,715,18725,3505,19704,1518,606,638,13475,10469,21515,429,10390,10198,13268,12580,22415,386,2335,6299,3737,10770,544,645,14112,24721,404,15373,7106,14890,8063
401024000,401000000,400000000,San Luis,Mun,388,7921,7696,406,7339,1361,8568,745,331,388,5561,5017,8940,190,5264,4510,4736,5929,9420,222,1252,3598,1772,5202,228,393,6788,10161,227,6134,3011,6114,3951
401025000,401000000,400000000,San Nicolas,Mun,234,3968,4313,246,3698,772,4541,377,233,297,2955,2696,5353,184,2613,2422,3040,3673,6104,124,663,2175,926,2985,131,202,3628,5648,140,3475,1818,3311,2712
401026000,401000000,400000000,San Pascual,Mun,601,11214,11365,653,13330,2738,13509,1341,489,570,8421,7624,14473,276,8156,7106,8474,9984,13386,343,1838,5506,2303,7886,354,592,10780,16792,388,11602,4904,8555,5442
401027000,401000000,400000000,Santa Teresita,Mun,112,1994,2044,117,1810,449,2277,177,64,75,1442,1240,2607,36,1286,1038,1221,1455,2433,43,289,835,385,1505,41,81,1603,2630,46,1659,781,1431,1155
401029000,401000000,400000000,Taal,Mun,908,10564,10102,497,9371,2334,11095,807,344,426,8041,6182,11568,211,7350,5052,6663,7835,12408,188,1537,4645,2250,7815,323,458,8942,14113,254,9005,4097,7659,4721
401030000,401000000,400000000,Talisay,Mun,241,5045,4943,300,4504,1092,6012,645,222,223,4572,3120,6432,132,3162,2991,3887,3944,6293,122,717,2491,1110,3489,164,214,4715,6963,161,4606,3298,4142,2581
401032000,401000000,400000000,Taysan,Mun,341,5723,5991,401,5853,1378,6826,567,255,195,4538,3657,7602,147,4341,3571,4616,4419,7237,139,841,2519,1183,3531,213,237,5327,7873,141,5815,3277,4470,2856
401033000,401000000,400000000,Tingloy,Mun,50,893,832,63,1729,175,1005,79,52,43,852,617,1158,21,648,495,544,680,1212,13,127,335,176,439,33,47,635,1568,15,617,294,709,419
401034000,401000000,400000000,Tuy,Mun,270,6622,6348,270,7312,1275,7376,670,254,272,5613,4014,7974,157,4236,3425,4860,4614,8735,138,1069,3045,2370,4028,233,203,5345,9773,168,5908,2913,5935,3294
1401101000,1401100000,1400000000,Atok,Mun,210,2417,1463,175,2087,328,2688,414,188,197,1224,1760,2212,118,1624,801,1866,823,3417,90,423,985,836,2129,172,161,2202,1786,118,2077,1138,1707,1299
1401103000,1401100000,1400000000,Bakun,Mun,126,1279,870,153,1232,373,1334,255,178,139,813,1038,1140,73,792,674,1003,491,1661,69,310,534,530,1135,124,151,1173,1131,62,938,846,992,636
1401104000,1401100000,1400000000,Bokod,Mun,27,335,270,22,191,119,349,69,27,20,120,198,289,23,157,63,172,97,298,11,37,137,121,340,23,18,271,231,16,270,145,251,131
1401105000,1401100000,1400000000,Buguias,Mun,323,5331,2568,359,3698,684,4397,582,347,343,2474,2910,3761,148,2232,2157,3055,1442,5236,155,656,1485,1511,3252,302,375,3497,3646,148,3199,2064,3340,1711
1430300000,1430300000,1400000000,City of Baguio,City,2652,52560,34809,4528,35703,17674,52820,9440,2749,4179,33732,34372,49693,1667,49112,32381,45934,34448,52249,2035,13033,16853,15459,38411,2023,3800,44648,52240,2579,46517,24376,35987,31872
1401106000,1401100000,1400000000,Itogon,Mun,466,7731,5363,501,6329,1602,8996,1434,475,538,6087,5994,7618,260,6118,3709,7162,3698,9023,259,1439,3153,2465,5945,438,531,6931,8346,278,7528,3291,5832,3987
1401107000,1401100000,1400000000,Kabayan,Mun,155,2201,1277,107,1283,238,1920,202,192,147,865,1310,1471,72,1245,575,1238,579,1703,97,208,625,723,1621,134,141,1525,1228,87,1353,810,1404,796
1401108000,1401100000,1400000000,Kapangan,Mun,204,3063,1891,159,2214,463,2989,486,214,178,1607,2222,2601,104,2068,856,2429,996,3744,86,534,906,1163,2911,160,175,2468,2153,118,2677,1253,2168,1380
1401109000,1401100000,1400000000,Kibungan,Mun,243,2220,1578,196,1865,318,2236,754,294,262,1216,1565,1928,140,1412,637,1526,668,2962,121,466,781,1009,2164,225,236,1916,1554,120,1637,1142,1709,1066
1401110000,1401100000,1400000000,La Trinidad,Mun,605,9583,5996,953,6331,2769,9796,1761,597,718,5459,6581,8967,364,8347,5448,7552,5453,10879,352,1915,3634,3055,8282,446,762,8376,8677,446,8244,4979,6467,5452
1401111000,1401100000,1400000000,Mankayan,Mun,249,3526,2107,278,2855,987,3751,614,304,324,2307,2646,3085,152,2317,1606,3049,1245,4289,140,787,1295,1325,3017,284,289,2945,3376,128,2578,2258,2821,1677
1401112000,1401100000,1400000000,Sablan,Mun,10,228,128,12,132,56,234,49,20,14,129,153,216,9,155,109,216,116,269,5,49,83,66,192,15,22,203,212,1,244,106,127,113
